"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"Plants People Planet","PLANTS PEOPLE PLANET","N/A","2572-2611","ECOLOGY","SCIE","1,335","3.7","Q1","1.05"," 44/195 ","4.9","Q1","3.2","0.6"," 39/195 ","Q1","80.26","0.002","0.543","1.148","77.7","Q1",
"Plants People Planet","PLANTS PEOPLE PLANET","N/A","2572-2611","PLANT SCIENCES","SCIE","1,335","3.7","Q1","1.05"," 55/265 ","4.9","Q1","3.2","0.6"," 44/265 ","Q1","83.58","0.002","0.543","1.148","79.4","Q1",
"Nurse Researcher","NURSE RES","1351-5578","2047-8992","NURSING","ESCI","1,331","1","Q3","0.47"," 141/191 ","1.6","Q3","0.8","0.5"," 137/191 ","Q3","28.53","0","0.086","0.377","26.4","Q3",
"Journal of Mathematical Fluid Mechanics","J MATH FLUID MECH","1422-6928","1422-6952","MATHEMATICS, APPLIED","SCIE","1,319","1.2","Q2","0.49"," 140/331 ","1.3","Q2","1.2","0.4"," 226/331 ","Q3","31.87","0.003","0.633","0.823","57.9","Q2",
"Journal of Mathematical Fluid Mechanics","J MATH FLUID MECH","1422-6928","1422-6952","MECHANICS","SCIE","1,319","1.2","Q4","0.49"," 132/170 ","1.3","Q4","1.2","0.4"," 100/170 ","Q3","41.47","0.003","0.633","0.823","22.6","Q1",
"Journal of Mathematical Fluid Mechanics","J MATH FLUID MECH","1422-6928","1422-6952","PHYSICS, FLUIDS & PLASMAS","SCIE","1,319","1.2","Q4","0.49"," 32/40 ","1.3","Q3","1.2","0.4"," 27/40 ","Q3","33.75","0.003","0.633","0.823","21.3","Q1",
"Postepy Higieny I Medycyny Doswiadczalnej","POSTEP HIG MED DOSW","0032-5449","1732-2693","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","1,298","0.2","Q4","0.05"," 182/189 ","0.3","Q4","0.2","<0.1"," 183/189 ","Q4","3.44","0","0.041","0.054","4.0","Q4",
"Journal of Pharmacology & Pharmacotherapeutics","J PHARMACOL PHARMACO","0976-500X","0976-5018","PHARMACOLOGY & PHARMACY","ESCI","1,294","0.4","Q4","0.07"," 335/354 ","0.4","Q4","0.4","0.3"," 347/354 ","Q4","2.12","0","0.025","0.089","5.5","Q4",
"Current Problems in Pediatric and Adolescent Health Care","CURR PROB PEDIATR AD","1538-5442","1538-3199","PEDIATRICS","SCIE","1,292","3","Q1","1.1"," 26/186 ","3.1","Q1","3","1.7"," 33/186 ","Q1","82.53","0.002","0.368","1.123","86.3","Q1",
"EUROPEAN HEART JOURNAL SUPPLEMENTS","EUR HEART J SUPPL","1520-765X","1554-2815","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,268","1.7","Q3","0.39"," 132/220 ","1.6","Q3","1.6","0.7"," 146/220 ","Q3","33.86","0.002","0.485","0.5","40.2","Q3",
"Tourism Planning & Development","TOUR PLAN DEV","2156-8316","2156-8324","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","1,264","2.1","Q2","0.59"," 65/139 ","2.7","Q2","2","1.1"," 66/139 ","Q2","52.88","0.001","0.243","0.519","53.6","Q2",
"ITALIAN JOURNAL OF FOOD SCIENCE","ITAL J FOOD SCI","1120-1770","2239-5687","FOOD SCIENCE & TECHNOLOGY","SCIE","1,263","3.6","Q2","0.56"," 59/173 ","1.6","Q4","3.5","0.9"," 92/173 ","Q3","47.11","0.001","0.134","0.2","66.2","Q4",
"Spatial Statistics","SPAT STAT-NETH","2211-6753","N/A","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","1,263","2.1","Q3","0.86"," 127/253 ","2.1","Q3","2","0.4"," 74/253 ","Q1","70.95","0.002","0.522","0.839","50.0","Q2",
"Spatial Statistics","SPAT STAT-NETH","2211-6753","N/A","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,263","2.1","Q2","0.86"," 43/135 ","2.1","Q2","2","0.4"," 36/135 ","Q1","73.70","0.002","0.522","0.839","68.5","Q1",
"Spatial Statistics","SPAT STAT-NETH","2211-6753","N/A","REMOTE SENSING","SCIE","1,263","2.1","Q3","0.86"," 33/62 ","2.1","Q3","2","0.4"," 23/62 ","Q1","63.71","0.002","0.522","0.839","47.6","Q2",
"Spatial Statistics","SPAT STAT-NETH","2211-6753","N/A","STATISTICS & PROBABILITY","SCIE","1,263","2.1","Q1","0.86"," 26/168 ","2.1","Q1","2","0.4"," 26/168 ","Q1","84.82","0.002","0.522","0.839","84.8","Q2",
"CONNECTION SCIENCE","CONNECT SCI","0954-0091","1360-0494","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","1,256","3.2","Q2","0.86"," 84/197 ","3.1","Q2","2.9","0.5"," 63/198 ","Q1","68.43","0.001","0.246","0.547","57.6","Q3",
"CONNECTION SCIENCE","CONNECT SCI","0954-0091","1360-0494","COMPUTER SCIENCE, THEORY & METHODS","SCIE","1,256","3.2","Q2","0.86"," 38/143 ","3.1","Q2","2.9","0.5"," 35/143 ","Q1","75.87","0.001","0.246","0.547","73.8","Q2",
"TURKISH JOURNAL OF ZOOLOGY","TURK J ZOOL","1300-0179","1303-6114","ZOOLOGY","SCIE","1,251","1.3","Q2","0.69"," 69/180 ","1","Q3","1.2","0.2"," 75/180 ","Q2","58.61","0.001","0.126","0.224","61.9","Q4",
"Aquatic Biology","AQUAT BIOL","1864-7790","1864-7782","MARINE & FRESHWATER BIOLOGY","SCIE","1,250","1.3","Q3","0.46"," 75/119 ","2","Q2","1.3","<0.1"," 74/119 ","Q3","38.24","0","0.052","0.452","37.4","Q2",
"Cardiology Research and Practice","CARDIOL RES PRACT","2090-8016","2090-0597","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,239","1.8","Q3","0.42"," 128/220 ","1.9","Q3","1.7","<0.1"," 138/220 ","Q3","37.50","0.001","0.31","0.44","42.0","Q3",
"ChemEngineering","CHEMENGINEERING","N/A","2305-7084","ENGINEERING, CHEMICAL","ESCI","1,176","2.8","Q2","0.39"," 80/170 ","2.6","Q3","2.6","0.9"," 94/171 ","Q3","45.32","0.001","0.279","0.389","53.2","Q3",
"FINANCE AND STOCHASTICS","FINANC STOCH","0949-2984","1432-1122","BUSINESS, FINANCE","SSCI","1,162","1.1","Q3","0.52"," 160/231 ","1.7","Q3","1","0.3"," 120/231 ","Q2","48.27","0.001","0.24","0.909","31.0","Q2",
"FINANCE AND STOCHASTICS","FINANC STOCH","0949-2984","1432-1122","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,162","1.1","Q3","0.52"," 99/135 ","1.7","Q3","1","0.3"," 74/135 ","Q2","45.56","0.001","0.24","0.909","27.0","Q1",
"FINANCE AND STOCHASTICS","FINANC STOCH","0949-2984","1432-1122","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","1,162","1.1","Q3","0.52"," 47/67 ","1.7","Q3","1","0.3"," 38/67 ","Q2","44.03","0.001","0.24","0.909","30.6","Q2",
"FINANCE AND STOCHASTICS","FINANC STOCH","0949-2984","1432-1122","STATISTICS & PROBABILITY","SCIE","1,162","1.1","Q3","0.52"," 85/168 ","1.7","Q2","1","0.3"," 83/168 ","Q2","50.89","0.001","0.24","0.909","49.7","Q2",
"INTERNATIONAL REVIEW OF EDUCATION","INT REV EDUC","0020-8566","1573-0638","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,160","2.3","Q1","1.31"," 156/756 ","3.3","Q1","2.2","0.3"," 148/756 ","Q1","80.49","0.001","0.27","0.897","79.4","Q1",
"Journal of Physical Education Recreation and Dance","J PHYS EDUC RECREAT","0730-3084","2168-3816","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,145","0.7","Q3","0.4"," 520/756 ","0.9","Q3","0.6","0.2"," 517/756 ","Q3","31.68","0.001","0.128","0.201","31.3","Q3",
"EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY","EUR J GYNAECOL ONCOL","0392-2936","2709-0086","OBSTETRICS & GYNECOLOGY","SCIE","1,091","0.5","Q4","0.1"," 119/136 ","0.3","Q4","0.5","0.1"," 125/136 ","Q4","8.46","0","0.076","0.046","12.9","Q4",
"EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY","EUR J GYNAECOL ONCOL","0392-2936","2709-0086","ONCOLOGY","SCIE","1,091","0.5","Q4","0.1"," 302/322 ","0.3","Q4","0.5","0.1"," 303/322 ","Q4","6.06","0","0.076","0.046","6.4","Q4",
"Journal of Intercultural Studies","J INTERCULT STUD","0725-6868","1469-9540","SOCIOLOGY","ESCI","1,086","1","Q3","0.52"," 135/217 ","1.1","Q3","0.8","0.4"," 134/217 ","Q3","38.48","0.001","0.204","0.457","38.0","Q3",
"Inverse Problems and Imaging","INVERSE PROBL IMAG","1930-8337","1930-8345","MATHEMATICS, APPLIED","SCIE","1,075","1.2","Q2","0.56"," 140/331 ","1.3","Q2","1","0.4"," 197/331 ","Q2","40.63","0.002","0.376","0.618","57.9","Q2",
"Inverse Problems and Imaging","INVERSE PROBL IMAG","1930-8337","1930-8345","PHYSICS, MATHEMATICAL","SCIE","1,075","1.2","Q3","0.56"," 37/60 ","1.3","Q2","1","0.4"," 30/60 ","Q2","50.83","0.002","0.376","0.618","39.2","Q3",
"VINE Journal of Information and Knowledge Management Systems","VINE J INF KNOWL MAN","2059-5891","1474-1032","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","1,055","2.7","Q2","0.76"," 42/160 ","2.9","Q2","2.6","0.8"," 45/161 ","Q2","72.36","0.001","0.216","0.39","74.1","Q2",
"VINE Journal of Information and Knowledge Management Systems","VINE J INF KNOWL MAN","2059-5891","1474-1032","MANAGEMENT","ESCI","1,055","2.7","Q2","0.76"," 196/401 ","2.9","Q3","2.6","0.8"," 174/402 ","Q2","56.84","0.001","0.216","0.39","51.2","Q3",
"Journal of Network and Systems Management","J NETW SYST MANAG","1064-7570","1573-7705","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","1,050","4.1","Q1","1.07"," 58/249 ","2.8","Q2","3.8","1.2"," 67/251 ","Q2","73.51","0.001","0.245","0.516","76.9","Q3",
"Journal of Network and Systems Management","J NETW SYST MANAG","1064-7570","1573-7705","TELECOMMUNICATIONS","SCIE","1,050","4.1","Q2","1.07"," 33/119 ","2.8","Q2","3.8","1.2"," 37/119 ","Q2","69.33","0.001","0.245","0.516","72.7","Q3",
"Chiang Mai Journal of Science","CHIANG MAI J SCI","0125-2526","0125-2526","MULTIDISCIPLINARY SCIENCES","SCIE","1,040","0.6","Q3","0.11"," 97/134 ","0.7","Q3","0.5","0.2"," 106/135 ","Q4","21.85","0.001","0.119","0.095","28.0","Q4",
"MARINE TECHNOLOGY SOCIETY JOURNAL","MAR TECHNOL SOC J","0025-3324","1948-1209","ENGINEERING, OCEAN","SCIE","1,035","0.7","Q4","0.22"," 16/18 ","0.9","Q4","0.7","0.1"," 16/18 ","Q4","13.89","0.001","0.109","0.186","13.9","Q4",
"MARINE TECHNOLOGY SOCIETY JOURNAL","MAR TECHNOL SOC J","0025-3324","1948-1209","OCEANOGRAPHY","SCIE","1,035","0.7","Q4","0.22"," 59/65 ","0.9","Q4","0.7","0.1"," 60/65 ","Q4","8.46","0.001","0.109","0.186","10.0","Q4",
"Scandinavian Actuarial Journal","SCAND ACTUAR J","0346-1238","1651-2030","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,023","1.6","Q3","0.67"," 70/135 ","1.8","Q2","1.4","0.2"," 52/135 ","Q2","61.85","0.001","0.312","0.739","48.5","Q2",
"Scandinavian Actuarial Journal","SCAND ACTUAR J","0346-1238","1651-2030","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","1,023","1.6","Q2","0.67"," 28/67 ","1.8","Q3","1.4","0.2"," 29/67 ","Q2","57.46","0.001","0.312","0.739","59.0","Q3",
"Scandinavian Actuarial Journal","SCAND ACTUAR J","0346-1238","1651-2030","STATISTICS & PROBABILITY","SCIE","1,023","1.6","Q1","0.67"," 38/168 ","1.8","Q2","1.4","0.2"," 54/168 ","Q2","68.15","0.001","0.312","0.739","77.7","Q2",
"BOLETIN DE LA SOCIEDAD ESPANOLA DE CERAMICA Y VIDRIO","BOL SOC ESP CERAM V","0366-3175","2173-0431","MATERIALS SCIENCE, CERAMICS","SCIE","1,011","2.7","Q1","0.83"," 7/31 ","2.7","Q2","2.5","1.1"," 5/31 ","Q1","85.48","0.001","0.136","0.384","79.0","Q2",
"LIMNOLOGY","LIMNOLOGY","1439-8621","1439-863X","LIMNOLOGY","SCIE","1,008","1.4","Q3","0.52"," 14/22 ","1.7","Q3","1.4","0.5"," 12/22 ","Q3","47.73","0.001","0.132","0.384","38.6","Q3",
"International Journal of Bio-Inspired Computation","INT J BIO-INSPIR COM","1758-0366","1758-0374","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","1,006","1.7","Q3","0.59"," 143/197 ","1.9","Q3","1.5","0.8"," 101/198 ","Q2","49.24","0.001","0.137","0.33","27.7","Q4",
"International Journal of Bio-Inspired Computation","INT J BIO-INSPIR COM","1758-0366","1758-0374","COMPUTER SCIENCE, THEORY & METHODS","SCIE","1,006","1.7","Q2","0.59"," 64/143 ","1.9","Q2","1.5","0.8"," 64/143 ","Q2","55.59","0.001","0.137","0.33","55.6","Q3",
"Journal of Vocational Education and Training","J VOCAT EDUC TRAIN","1363-6820","1747-5090","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,004","1.4","Q2","0.81"," 328/756 ","2","Q2","1.1","0.8"," 309/756 ","Q2","59.19","0.001","0.205","0.479","56.7","Q2",
"Artificial Intelligence in Agriculture","ARTIF INTELL AGR","N/A","2589-7217","AGRICULTURE, MULTIDISCIPLINARY","ESCI","981","8.2","Q1","1.77"," 1/89 ","N/A","N/A","7.8","1.5"," 5/89 ","Q1","94.94","0.001","0.256","N/A","99.4","N/A",
"Artificial Intelligence in Agriculture","ARTIF INTELL AGR","N/A","2589-7217","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","ESCI","981","8.2","Q1","1.77"," 19/197 ","N/A","N/A","7.8","1.5"," 22/198 ","Q1","89.14","0.001","0.256","N/A","90.6","N/A",
"INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY","INT J SPORT PSYCHOL","0047-0767","N/A","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","970","0.6","Q4","0.21"," 117/139 ","0.8","Q4","0.6","<0.1"," 109/139 ","Q4","21.94","0","0.059","0.212","16.2","Q4",
"INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY","INT J SPORT PSYCHOL","0047-0767","N/A","PSYCHOLOGY","SCIE","970","0.6","Q4","0.21"," 81/92 ","0.8","Q4","0.6","<0.1"," 80/92 ","Q4","13.59","0","0.059","0.212","12.5","Q4",
"INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY","INT J SPORT PSYCHOL","0047-0767","N/A","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","970","0.6","Q4","0.21"," 171/218 ","0.8","Q4","0.6","<0.1"," 178/218 ","Q4","18.58","0","0.059","0.212","21.8","Q4",
"INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY","INT J SPORT PSYCHOL","0047-0767","N/A","SPORT SCIENCES","SCIE","970","0.6","Q4","0.21"," 107/127 ","0.8","Q4","0.6","<0.1"," 114/127 ","Q4","10.63","0","0.059","0.212","16.1","Q4",
"Big Data Research","BIG DATA RES","2214-5796","2214-5796","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","966","3.5","Q2","0.81"," 75/197 ","3.5","Q2","3.5","0.5"," 68/198 ","Q2","65.91","0.001","0.262","0.766","62.2","Q2",
"Big Data Research","BIG DATA RES","2214-5796","2214-5796","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","966","3.5","Q2","0.81"," 83/249 ","3.5","Q2","3.5","0.5"," 101/251 ","Q2","59.96","0.001","0.262","0.766","66.9","Q2",
"Big Data Research","BIG DATA RES","2214-5796","2214-5796","COMPUTER SCIENCE, THEORY & METHODS","SCIE","966","3.5","Q1","0.81"," 31/143 ","3.5","Q1","3.5","0.5"," 40/143 ","Q2","72.38","0.001","0.262","0.766","78.7","Q2",
"African Journal of Science Technology Innovation & Development","AFR J SCI TECHNOL IN","2042-1338","2042-1346","MULTIDISCIPLINARY SCIENCES","ESCI","966","1.3","Q2","0.27"," 65/134 ","1.3","Q2","1.2","0.2"," 75/135 ","Q3","44.81","0.001","0.191","0.209","51.9","Q3",
"Infectious Disease Reports","INFECT DIS REP","N/A","2036-7449","INFECTIOUS DISEASES","ESCI","951","3.4","Q2","0.66"," 47/132 ","3","Q2","3.3","0.4"," 59/132 ","Q2","55.68","0.001","0.294","0.655","64.8","Q3",
"Open Agriculture","OPEN AGRIC","2391-9531","2391-9531","AGRICULTURE, MULTIDISCIPLINARY","ESCI","941","1.8","Q2","0.57"," 29/89 ","1.9","Q2","1.6","0.3"," 27/89 ","Q2","70.22","0.001","0.176","0.25","68.0","Q2",
"Electronic Journal of Information Systems in Developing Countries","ELECTR J INF SYS DEV","1681-4835","1681-4835","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","933","1.1","Q2","0.62"," 116/263 ","1.7","Q2","0.9","0.2"," 116/263 ","Q2","56.08","0.001","0.122","0.327","56.1","Q3",
"HardwareX","HARDWAREX","N/A","2468-0672","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","928","2","Q3","0.5"," 202/352 ","2.3","Q3","1.7","0.5"," 192/354 ","Q3","45.90","0.001","0.279","0.424","42.8","Q3",
"HardwareX","HARDWAREX","N/A","2468-0672","INSTRUMENTS & INSTRUMENTATION","ESCI","928","2","Q3","0.5"," 40/76 ","2.3","Q2","1.7","0.5"," 44/76 ","Q3","42.76","0.001","0.279","0.424","48.0","Q3",
"HardwareX","HARDWAREX","N/A","2468-0672","MATERIALS SCIENCE, MULTIDISCIPLINARY","ESCI","928","2","Q3","0.5"," 292/438 ","2.3","Q3","1.7","0.5"," 249/438 ","Q3","43.26","0.001","0.279","0.424","33.4","Q3",
"NATURAL AREAS JOURNAL","NAT AREA J","0885-8608","2162-4399","ECOLOGY","SCIE","914","1","Q4","0.28"," 155/195 ","1","Q4","0.9","0.3"," 161/195 ","Q3","17.69","0","0.072","0.237","20.8","Q4",
"NATURAL AREAS JOURNAL","NAT AREA J","0885-8608","2162-4399","FORESTRY","SCIE","914","1","Q3","0.28"," 58/89 ","1","Q3","0.9","0.3"," 63/89 ","Q3","29.78","0","0.072","0.237","35.4","Q3",
"KONA Powder and Particle Journal","KONA POWDER PART J","0288-4534","2187-5537","ENGINEERING, CHEMICAL","SCIE","885","2.6","Q3","0.39"," 91/170 ","3.1","Q2","2.4","1.3"," 94/171 ","Q3","45.32","0","0.092","0.527","46.8","Q2",
"KONA Powder and Particle Journal","KONA POWDER PART J","0288-4534","2187-5537","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","885","2.6","Q3","0.39"," 247/438 ","3.1","Q3","2.4","1.3"," 293/438 ","Q3","33.22","0","0.092","0.527","43.7","Q3",
"Theoretical Ecology","THEOR ECOL-NETH","1874-1738","1874-1746","ECOLOGY","SCIE","880","1.2","Q4","0.38"," 147/195 ","1.4","Q4","1.1","0.2"," 141/195 ","Q3","27.95","0.001","0.198","0.58","24.9","Q3",
"CELL STRUCTURE AND FUNCTION","CELL STRUCT FUNCT","0386-7196","1347-3700","CELL BIOLOGY","SCIE","861","2","Q4","0.25"," 173/205 ","1.8","Q4","1.9","0.8"," 195/205 ","Q4","5.12","0","0.065","0.582","15.9","Q4",
"Regional and Federal Studies","REG FED STUD","1359-7566","1743-9434","POLITICAL SCIENCE","ESCI","856","1.7","Q2","0.87"," 116/317 ","1.8","Q2","1.3","0.4"," 124/317 ","Q2","61.04","0.001","0.217","0.638","63.6","Q3",
"Cognitive Neuroscience","COGN NEUROSCI-UK","1758-8928","1758-8936","NEUROSCIENCES","SCIE","838","2","Q3","0.44"," 228/310 ","3.1","Q3","1.8","0.3"," 264/310 ","Q4","15.00","0.001","0.208","1.104","26.6","Q2",
"Advanced Biology","ADV BIOL-GER","2701-0198","2701-0198","MATERIALS SCIENCE, BIOMATERIALS","SCIE","834","3.2","Q3","0.44"," 33/53 ","3.2","Q3","3.2","0.5"," 44/53 ","Q4","17.92","0.002","0.342","0.869","38.7","Q2",
"Annals of GIS","ANN GIS","1947-5683","1947-5691","GEOGRAPHY","ESCI","834","2.7","Q1","1.03"," 33/171 ","3.9","Q1","2.7","0.8"," 31/172 ","Q1","82.27","0.001","0.234","0.896","81.0","Q1",
"Annals of GIS","ANN GIS","1947-5683","1947-5691","GEOGRAPHY, PHYSICAL","ESCI","834","2.7","Q2","1.03"," 26/65 ","3.9","Q1","2.7","0.8"," 14/65 ","Q1","79.23","0.001","0.234","0.896","60.8","Q2",
"Annals of GIS","ANN GIS","1947-5683","1947-5691","REMOTE SENSING","ESCI","834","2.7","Q2","1.03"," 30/62 ","3.9","Q2","2.7","0.8"," 14/62 ","Q1","78.23","0.001","0.234","0.896","52.4","Q2",
"Global Sustainability","GLOB SUSTAIN","N/A","2059-4798","ENVIRONMENTAL SCIENCES","ESCI","827","4.6","Q2","0.82"," 98/358 ","6.7","Q1","4.5","0.9"," 119/359 ","Q2","66.99","0.002","0.458","2.161","72.8","Q1",
"Global Sustainability","GLOB SUSTAIN","N/A","2059-4798","ENVIRONMENTAL STUDIES","ESCI","827","4.6","Q1","0.82"," 38/182 ","6.7","Q1","4.5","0.9"," 76/184 ","Q2","58.97","0.002","0.458","2.161","79.4","Q1",
"Global Sustainability","GLOB SUSTAIN","N/A","2059-4798","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","ESCI","827","4.6","Q2","0.82"," 40/91 ","6.7","Q2","4.5","0.9"," 38/91 ","Q2","58.79","0.002","0.458","2.161","56.6","Q1",
"Environmental Health Insights","ENVIRON HEALTH INSIG","1178-6302","1178-6302","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","ESCI","813","2.3","Q2","0.65"," 177/403 ","2.4","Q3","2.2","0.4"," 200/403 ","Q2","50.50","0.001","0.212","0.558","56.2","Q3",
"Social Sciences in China","SOC SCI CHINA","0252-9203","1940-5952","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","812","0.9","Q3","0.21"," 132/263 ","1.3","Q2","0.9","0.2"," 176/263 ","Q3","33.27","0.001","0.169","0.461","50.0","Q2",
"Plant Reproduction","PLANT REPROD","2194-7953","2194-7961","PLANT SCIENCES","SCIE","810","2.9","Q2","0.78"," 77/265 ","3.7","Q1","2.9","0.4"," 83/265 ","Q2","68.87","0.001","0.235","1.014","71.1","Q1",
"Plant Reproduction","PLANT REPROD","2194-7953","2194-7961","REPRODUCTIVE BIOLOGY","SCIE","810","2.9","Q2","0.78"," 14/39 ","3.7","Q2","2.9","0.4"," 19/39 ","Q2","52.56","0.001","0.235","1.014","65.4","Q1",
"Education for Chemical Engineers","EDUC CHEM ENG","N/A","1749-7728","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","808","3.5","Q1","1.22"," 12/85 ","3.3","Q1","2.3","0.8"," 20/85 ","Q1","77.06","0.001","0.145","0.428","86.5","Q2",
"Education for Chemical Engineers","EDUC CHEM ENG","N/A","1749-7728","ENGINEERING, CHEMICAL","SCIE","808","3.5","Q2","1.22"," 63/170 ","3.3","Q2","2.3","0.8"," 17/171 ","Q1","90.35","0.001","0.145","0.428","63.2","Q2",
"MOTOR CONTROL","MOTOR CONTROL","1087-1640","1543-2696","NEUROSCIENCES","SCIE","808","0.9","Q4","0.34"," 292/310 ","1","Q4","0.8","0.6"," 277/310 ","Q4","10.81","0","0.109","0.295","6.0","Q4",
"MOTOR CONTROL","MOTOR CONTROL","1087-1640","1543-2696","SPORT SCIENCES","SCIE","808","0.9","Q4","0.34"," 98/127 ","1","Q4","0.8","0.6"," 99/127 ","Q4","22.44","0","0.109","0.295","23.2","Q3",
"FISH PATHOLOGY","FISH PATHOL","0388-788X","1881-7335","FISHERIES","SCIE","802","0.6","Q4","0.29"," 51/62 ","0.7","Q4","0.5","0.2"," 51/62 ","Q4","18.55","0","0.026","0.145","18.5","Q4",
"FISH PATHOLOGY","FISH PATHOL","0388-788X","1881-7335","VETERINARY SCIENCES","SCIE","802","0.6","Q3","0.29"," 125/167 ","0.7","Q3","0.5","0.2"," 131/168 ","Q4","22.32","0","0.026","0.145","25.4","Q3",
"JOURNAL OF THE AUSTRALIAN MATHEMATICAL SOCIETY","J AUST MATH SOC","1446-7887","1446-8107","MATHEMATICS","SCIE","791","0.5","Q3","0.68"," 325/489 ","0.5","Q3","0.5","0.3"," 191/489 ","Q2","61.04","0.001","0.197","0.471","33.6","Q2",
"Journal of Systems Science and Systems Engineering","J SYST SCI SYST ENG","1004-3756","1861-9576","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","780","1.7","Q3","0.33"," 61/106 ","1.5","Q4","1.7","0.5"," 84/106 ","Q4","21.23","0","0.093","0.277","42.9","Q4",
"GIANT","GIANT-AMSTERDAM","2666-5425","2666-5425","CHEMISTRY, MULTIDISCIPLINARY","ESCI","772","5.4","Q2","0.98"," 64/230 ","5.5","Q2","4.9","0.9"," 56/231 ","Q1","75.97","0.001","0.257","1.118","72.4","Q1",
"GIANT","GIANT-AMSTERDAM","2666-5425","2666-5425","MATERIALS SCIENCE, MULTIDISCIPLINARY","ESCI","772","5.4","Q2","0.98"," 118/438 ","5.5","Q2","4.9","0.9"," 114/438 ","Q1","74.09","0.001","0.257","1.118","73.2","Q2",
"GIANT","GIANT-AMSTERDAM","2666-5425","2666-5425","POLYMER SCIENCE","ESCI","772","5.4","Q1","0.98"," 11/94 ","5.5","Q1","4.9","0.9"," 15/94 ","Q1","84.57","0.001","0.257","1.118","88.8","Q1",
"Afrika Matematika","AFR MAT","1012-9405","2190-7668","MATHEMATICS","ESCI","767","0.9","Q2","0.85"," 145/489 ","0.8","Q2","0.9","0.2"," 121/489 ","Q1","75.36","0.001","0.188","0.206","70.4","Q4",
"DISTRIBUTED COMPUTING","DISTRIB COMPUT","0178-2770","1432-0452","COMPUTER SCIENCE, THEORY & METHODS","SCIE","749","1.3","Q3","0.28"," 80/143 ","1.6","Q3","1.2","0.9"," 109/143 ","Q4","24.13","0.001","0.177","0.714","44.4","Q2",
"South African Family Practice","S AFR FAM PRACT","2078-6190","2078-6204","MEDICINE, GENERAL & INTERNAL","ESCI","748","1.2","Q2","0.22"," 150/325 ","1.2","Q3","1.1","0.2"," 198/329 ","Q3","39.97","0.001","0.131","0.289","54.0","Q3",
"PHONETICA","PHONETICA","0031-8388","1423-0321","ACOUSTICS","SCIE","747","1.1","Q3","0.66"," 29/40 ","1.3","Q3","0.9","0.3"," 15/40 ","Q2","63.75","0","0.089","0.644","28.7","Q1",
"PHONETICA","PHONETICA","0031-8388","1423-0321","AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY","SCIE","747","1.1","Q3","0.66"," 23/35 ","1.3","Q3","0.9","0.3"," 20/35 ","Q2","44.29","0","0.089","0.644","35.7","Q2",
