"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"Agribusiness","AGRIBUSINESS","0742-4477","1520-6297","AGRICULTURAL ECONOMICS & POLICY","SCIE","1,418","2.1","Q2","0.83"," 16/39 ","2.7","Q2","1.9","0.3"," 15/39 ","Q2","62.82","0.001","0.241","0.512","60.3","Q2",
"Agribusiness","AGRIBUSINESS","0742-4477","1520-6297","ECONOMICS","SSCI","1,418","2.1","Q2","0.83"," 200/597 ","2.7","Q2","1.9","0.3"," 171/600 ","Q2","71.58","0.001","0.241","0.512","66.6","Q3",
"Agribusiness","AGRIBUSINESS","0742-4477","1520-6297","FOOD SCIENCE & TECHNOLOGY","SCIE","1,418","2.1","Q3","0.83"," 108/173 ","2.7","Q3","1.9","0.3"," 55/173 ","Q2","68.50","0.001","0.241","0.512","37.9","Q2",
"ACTA AMAZONICA","ACTA AMAZON","0044-5967","1809-4392","ECOLOGY","SCIE","1,417","0.7","Q4","0.29"," 171/195 ","1","Q4","0.7","0.3"," 160/195 ","Q4","18.21","0","0.101","0.235","12.6","Q4",
"ACTA AMAZONICA","ACTA AMAZON","0044-5967","1809-4392","PLANT SCIENCES","SCIE","1,417","0.7","Q4","0.29"," 224/265 ","1","Q4","0.7","0.3"," 199/265 ","Q4","25.09","0","0.101","0.235","15.7","Q3",
"ACTA AMAZONICA","ACTA AMAZON","0044-5967","1809-4392","ZOOLOGY","SCIE","1,417","0.7","Q4","0.29"," 138/180 ","1","Q3","0.7","0.3"," 157/180 ","Q4","13.06","0","0.101","0.235","23.6","Q3",
"POLISH JOURNAL OF FOOD AND NUTRITION SCIENCES","POL J FOOD NUTR SCI","1230-0322","2083-6007","FOOD SCIENCE & TECHNOLOGY","SCIE","1,360","2.3","Q3","0.53"," 99/173 ","2.5","Q3","2.2","0.3"," 96/173 ","Q3","44.80","0.001","0.109","0.337","43.1","Q3",
"Natural Gas Industry B","NAT GAS IND B","2352-8540","2352-8559","ENERGY & FUELS","ESCI","1,356","4.2","Q2","0.48"," 83/170 ","N/A","N/A","4","1.6"," 109/173 ","Q3","37.28","0.001","0.315","N/A","51.5","N/A",
"Accountability in Research-Ethics Integrity and Policy","ACCOUNT RES","0898-9621","1545-5815","MEDICAL ETHICS","SCIE","1,324","2.8","Q1","0.88"," 4/23 ","3.5","Q1","2.4","2.5"," 12/23 ","Q3","50.00","0.002","0.363","1.102","84.8","Q2",
"Iranian Journal of Medical Sciences","IRAN J MED SCI","0253-0716","1735-3688","MEDICINE, GENERAL & INTERNAL","ESCI","1,298","1.6","Q2","0.35"," 124/325 ","1.8","Q2","1.6","0.3"," 148/329 ","Q2","55.17","0.001","0.24","0.424","62.0","Q2",
"Systems Biology in Reproductive Medicine","SYST BIOL REPROD MED","1939-6368","1939-6376","ANDROLOGY","SCIE","1,295","2.1","Q3","0.78"," 5/8 ","2.8","Q2","2.1","0.5"," 6/8 ","Q2","31.25","0.001","0.231","0.605","43.8","Q3",
"Systems Biology in Reproductive Medicine","SYST BIOL REPROD MED","1939-6368","1939-6376","REPRODUCTIVE BIOLOGY","SCIE","1,295","2.1","Q3","0.78"," 25/39 ","2.8","Q3","2.1","0.5"," 19/39 ","Q2","52.56","0.001","0.231","0.605","37.2","Q3",
"Photonic Sensors","PHOTONIC SENS","1674-9251","2190-7439","INSTRUMENTS & INSTRUMENTATION","SCIE","1,253","5","Q1","1.1"," 12/76 ","3.3","Q2","4.9","1.4"," 12/76 ","Q1","84.87","0.001","0.209","0.582","84.9","Q2",
"Photonic Sensors","PHOTONIC SENS","1674-9251","2190-7439","OPTICS","SCIE","1,253","5","Q1","1.1"," 19/119 ","3.3","Q2","4.9","1.4"," 26/120 ","Q1","78.75","0.001","0.209","0.582","84.5","Q2",
"Gerontology and Geriatric Medicine","GERONTOL GERIATR MED","N/A","2333-7214","GERIATRICS & GERONTOLOGY","ESCI","1,246","2.1","Q3","0.51"," 51/74 ","2.2","Q4","2","0.2"," 54/74 ","Q3","27.70","0.002","0.507","0.645","31.8","Q3",
"Journal of Islamic Accounting and Business Research","J ISLAMIC ACCOUNT BU","1759-0817","1759-0825","BUSINESS, FINANCE","ESCI","1,242","2.5","Q2","0.64"," 77/231 ","2.4","Q2","1.7","0.5"," 91/231 ","Q2","60.82","0.001","0.161","0.239","66.9","Q3",
"BIOCATALYSIS AND BIOTRANSFORMATION","BIOCATAL BIOTRANSFOR","1024-2422","1029-2446","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","1,188","1.4","Q4","0.34"," 282/313 ","1.8","Q4","1.4","0.4"," 276/313 ","Q4","11.98","0.001","0.126","0.262","10.1","Q4",
"BIOCATALYSIS AND BIOTRANSFORMATION","BIOCATAL BIOTRANSFOR","1024-2422","1029-2446","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","1,188","1.4","Q4","0.34"," 152/174 ","1.8","Q4","1.4","0.4"," 147/174 ","Q4","15.80","0.001","0.126","0.262","12.9","Q4",
"JOURNAL OF PALLIATIVE CARE","J PALLIAT CARE","0825-8597","2369-5293","HEALTH CARE SCIENCES & SERVICES","SCIE","1,179","1.3","Q4","0.42"," 136/174 ","1.6","Q3","1.1","0.4"," 140/175 ","Q3","20.29","0.001","0.247","0.518","22.1","Q3",
"JOURNAL OF PALLIATIVE CARE","J PALLIAT CARE","0825-8597","2369-5293","HEALTH POLICY & SERVICES","SSCI","1,179","1.3","Q4","0.42"," 98/118 ","1.6","Q4","1.1","0.4"," 106/119 ","Q3","11.34","0.001","0.247","0.518","17.4","Q3",
"JOURNAL OF PALLIATIVE CARE","J PALLIAT CARE","0825-8597","2369-5293","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SSCI","1,179","1.3","Q4","0.42"," 311/403 ","1.6","Q3","1.1","0.4"," 302/403 ","Q3","25.19","0.001","0.247","0.518","23.0","Q3",
"Computers in Human Behavior Reports","COMPUT HUM BEHAV REP","2451-9588","2451-9588","PSYCHOLOGY, EXPERIMENTAL","ESCI","1,174","4.9","Q1","1.59"," 5/99 ","5.2","Q1","4.8","0.6"," 8/99 ","Q1","92.42","0.002","0.532","1.347","95.5","Q2",
"Computers in Human Behavior Reports","COMPUT HUM BEHAV REP","2451-9588","2451-9588","PSYCHOLOGY, MULTIDISCIPLINARY","ESCI","1,174","4.9","Q1","1.59"," 21/218 ","5.2","Q1","4.8","0.6"," 26/218 ","Q1","88.30","0.002","0.532","1.347","90.6","Q1",
"JOURNAL OF THEORETICAL PROBABILITY","J THEOR PROBAB","0894-9840","1572-9230","STATISTICS & PROBABILITY","SCIE","1,170","0.8","Q3","0.35"," 109/168 ","0.7","Q4","0.7","0.2"," 131/168 ","Q4","22.32","0.002","0.508","0.544","35.4","Q3",
"Astronomy and Computing","ASTRON COMPUT","2213-1337","2213-1345","ASTRONOMY & ASTROPHYSICS","SCIE","1,159","1.9","Q2","0.49"," 42/84 ","2.1","Q2","1.8","0.5"," 42/84 ","Q2","50.60","0.002","0.384","0.76","50.6","Q2",
"Astronomy and Computing","ASTRON COMPUT","2213-1337","2213-1345","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","1,159","1.9","Q3","0.49"," 111/169 ","2.1","Q3","1.8","0.5"," 109/169 ","Q2","35.80","0.002","0.384","0.76","34.6","Q2",
"Mathematical Modelling of Natural Phenomena","MATH MODEL NAT PHENO","0973-5348","1760-6101","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","1,156","2.6","Q2","1.02"," 20/65 ","2.1","Q3","2.6","0.2"," 14/65 ","Q1","79.23","0.001","0.26","0.514","70.0","Q3",
"Mathematical Modelling of Natural Phenomena","MATH MODEL NAT PHENO","0973-5348","1760-6101","MATHEMATICS, APPLIED","SCIE","1,156","2.6","Q1","1.02"," 28/331 ","2.1","Q1","2.6","0.2"," 76/331 ","Q1","77.19","0.001","0.26","0.514","91.7","Q2",
"Mathematical Modelling of Natural Phenomena","MATH MODEL NAT PHENO","0973-5348","1760-6101","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,156","2.6","Q1","1.02"," 31/135 ","2.1","Q2","2.6","0.2"," 28/135 ","Q1","79.63","0.001","0.26","0.514","77.4","Q2",
"International Journal of Agronomy","INT J AGRON","1687-8159","1687-8167","AGRONOMY","ESCI","1,145","1.5","Q2","0.47"," 61/125 ","2.1","Q2","1.5","0.3"," 58/125 ","Q2","54.00","0.001","0.156","0.279","51.6","Q2",
"International Archives of Otorhinolaryngology","INT ARCH OTORHINOLAR","1809-9777","1809-4864","OTORHINOLARYNGOLOGY","ESCI","1,142","1","Q3","0.49"," 43/65 ","1.2","Q3","1","0.1"," 45/65 ","Q3","31.54","0.001","0.248","0.301","34.6","Q3",
"Current Medical Imaging","CURR MED IMAGING","1573-4056","1875-6603","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,118","1.1","Q3","0.35"," 153/204 ","1","Q4","1.1","0.5"," 146/204 ","Q3","28.68","0.001","0.263","0.2","25.2","Q4",
"JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS","J AGR RESOUR ECON","1068-5502","2327-8285","AGRICULTURAL ECONOMICS & POLICY","SCIE","1,111","1.2","Q3","0.46"," 26/39 ","1.5","Q3","1.2","0.3"," 26/39 ","Q3","34.62","0.001","0.119","0.379","34.6","Q2",
"JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS","J AGR RESOUR ECON","1068-5502","2327-8285","ECONOMICS","SSCI","1,111","1.2","Q3","0.46"," 341/597 ","1.5","Q3","1.2","0.3"," 318/600 ","Q3","47.08","0.001","0.119","0.379","43.0","Q3",
"Sleep Science","SLEEP SCI","1984-0659","1984-0063","CLINICAL NEUROLOGY","ESCI","1,106","1","Q4","0.46"," 236/277 ","1.5","Q4","1","0.1"," 211/278 ","Q4","24.28","0.002","0.364","0.416","15.0","Q4",
"Journal of Korean Academy of Nursing","J KOREAN ACAD NURS","2005-3673","2093-758X","NURSING","SCIE, SSCI","1,083","1","Q3","0.51"," 141/191 ","1.2","Q3","0.9","<0.1"," 131/191 ","Q3","31.68","0.001","0.122","0.233","26.4","Q4",
"Current Bioinformatics","CURR BIOINFORM","1574-8936","2212-392X","BIOCHEMICAL RESEARCH METHODS","SCIE","1,080","2.4","Q3","0.88"," 51/85 ","1.8","Q4","2.4","0.7"," 22/85 ","Q2","74.71","0.001","0.267","0.316","40.6","Q4",
"Current Bioinformatics","CURR BIOINFORM","1574-8936","2212-392X","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","1,080","2.4","Q2","0.88"," 24/65 ","1.8","Q3","2.4","0.7"," 20/65 ","Q2","70.00","0.001","0.267","0.316","63.8","Q4",
"Journal of Innovative Optical Health Sciences","J INNOV OPT HEAL SCI","1793-5458","1793-7205","OPTICS","SCIE","1,079","2.3","Q2","0.77"," 51/119 ","2.2","Q2","1.5","0.8"," 44/120 ","Q2","63.75","0.001","0.201","0.364","57.6","Q3",
"Journal of Innovative Optical Health Sciences","J INNOV OPT HEAL SCI","1793-5458","1793-7205","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,079","2.3","Q2","0.77"," 85/204 ","2.2","Q3","1.5","0.8"," 78/204 ","Q2","62.01","0.001","0.201","0.364","58.6","Q3",
"REVUE SUISSE DE ZOOLOGIE","REV SUISSE ZOOL","0035-418X","0035-418X","ZOOLOGY","SCIE","1,073","0.5","Q4","0.34"," 163/180 ","0.6","Q4","0.5","0.3"," 148/180 ","Q4","18.06","0","0.047","0.195","9.7","Q4",
"Indian Journal of Public Health","INDIAN J PUBLIC HLTH","0019-557X","2229-7693","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","1,058","0.9","Q4","0.29"," 346/403 ","1.3","Q4","0.9","0.1"," 345/403 ","Q4","14.52","0.001","0.219","0.285","14.3","Q4",
"Cogent Psychology","COGENT PSYCHOL","2331-1908","2331-1908","PSYCHOLOGY, MULTIDISCIPLINARY","ESCI","1,039","1.6","Q2","0.62"," 109/218 ","1.7","Q3","1.5","0.4"," 115/218 ","Q3","47.48","0.002","0.368","0.491","50.2","Q3",
"Cognitive Neuropsychiatry","COGN NEUROPSYCHIATRY","1354-6805","1464-0619","PSYCHIATRY","SCIE, SSCI","1,020","1.5","Q3","0.44"," 190/276 ","2","Q3","1.5","0.2"," 196/276 ","Q3","29.17","0.001","0.182","0.708","31.3","Q3",
"Journal of Nursing Measurement","J NURS MEAS","1061-3749","1945-7049","NURSING","ESCI","999","0.7","Q4","0.35"," 161/191 ","0.7","Q4","0.7","0.3"," 161/191 ","Q4","15.97","0","0.074","0.178","16.0","Q4",
"JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS","J COMMUN TECHNOL EL+","1064-2269","1555-6557","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","997","0.4","Q4","0.11"," 339/352 ","0.4","Q4","0.2","0.1"," 336/354 ","Q4","5.23","0","0.105","0.056","3.8","Q4",
"JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS","J COMMUN TECHNOL EL+","1064-2269","1555-6557","TELECOMMUNICATIONS","SCIE","997","0.4","Q4","0.11"," 114/119 ","0.4","Q4","0.2","0.1"," 115/119 ","Q4","3.78","0","0.105","0.056","4.6","Q4",
"Algebra & Number Theory","ALGEBR NUMBER THEORY","1937-0652","1944-7833","MATHEMATICS","SCIE","968","0.9","Q2","0.85"," 145/489 ","1.1","Q1","0.9","0.4"," 121/489 ","Q1","75.36","0.004","0.971","1.501","70.4","Q1",
"NEW ZEALAND JOURNAL OF ZOOLOGY","NEW ZEAL J ZOOL","0301-4223","1175-8821","ZOOLOGY","SCIE","968","0.9","Q3","0.48"," 111/180 ","1.1","Q3","0.8","0.2"," 116/180 ","Q3","35.83","0","0.064","0.294","38.6","Q3",
"ALGAE","ALGAE-SEOUL","1226-2617","2093-0860","MARINE & FRESHWATER BIOLOGY","SCIE","939","3.1","Q1","0.81"," 11/119 ","2.4","Q2","2.3","0.5"," 27/119 ","Q1","77.73","0.001","0.113","0.461","91.2","Q2",
"ALGAE","ALGAE-SEOUL","1226-2617","2093-0860","PLANT SCIENCES","SCIE","939","3.1","Q2","0.81"," 71/265 ","2.4","Q2","2.3","0.5"," 75/265 ","Q1","71.89","0.001","0.113","0.461","73.4","Q2",
"JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY","J KOREAN MATH SOC","0304-9914","2234-3008","MATHEMATICS","SCIE","934","0.7","Q2","0.44"," 217/489 ","0.7","Q2","0.7","0.2"," 342/489 ","Q3","30.16","0.001","0.275","0.394","55.7","Q3",
"JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY","J KOREAN MATH SOC","0304-9914","2234-3008","MATHEMATICS, APPLIED","SCIE","934","0.7","Q3","0.44"," 236/331 ","0.7","Q3","0.7","0.2"," 238/331 ","Q3","28.25","0.001","0.275","0.394","28.9","Q3",
"Journal of Young Pharmacists","J YOUNG PHARM","0975-1483","0975-1505","PHARMACOLOGY & PHARMACY","ESCI","910","0.4","Q4","0.1"," 335/354 ","0.6","Q4","0.4","0.1"," 341/354 ","Q4","3.81","0","0.073","0.078","5.5","Q4",
"Craniomaxillofacial Trauma & Reconstruction","CRANIOMAX TRAUM REC","1943-3875","1943-3883","DENTISTRY, ORAL SURGERY & MEDICINE","ESCI","908","0.8","Q4","0.3"," 122/157 ","1.3","Q3","0.8","0.1"," 126/157 ","Q4","20.06","0.001","0.179","0.362","22.6","Q3",
"CJC Open","CJC OPEN","2589-790X","2589-790X","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","895","2.5","Q2","0.46"," 90/220 ","2.1","Q3","2.4","0.3"," 125/220 ","Q3","43.41","0.003","0.561","0.756","59.3","Q2",
"Journal of Learning Analytics","J LEARN ANAL","N/A","1929-7750","EDUCATION & EDUCATIONAL RESEARCH","ESCI","890","2.9","Q1","1.85"," 92/756 ","3.7","Q1","2.5","0.7"," 61/756 ","Q1","92.00","0.001","0.188","0.822","87.9","Q1",
"Journal of Accounting Literature","J ACCOUNT LIT","0737-4607","2452-1469","BUSINESS, FINANCE","ESCI","887","1.1","Q3","0.3"," 160/231 ","4.2","Q1","0.6","0.3"," 172/231 ","Q3","25.76","0","0.082","1.052","31.0","Q1",
"ARCHIVES OF PHYTOPATHOLOGY AND PLANT PROTECTION","ARCH PHYTOPATH PLANT","0323-5408","1477-2906","PLANT SCIENCES","ESCI","881","1","Q3","0.27"," 194/265 ","N/A","N/A","1","0.2"," 207/265 ","Q4","22.08","0.001","0.141","N/A","27.0","N/A",
"Journal of the American College of Clinical Pharmacy","J AM COLL CLIN PHARM","N/A","2574-9870","PHARMACOLOGY & PHARMACY","ESCI","880","1.3","Q4","0.4"," 283/354 ","1.6","Q4","1","0.5"," 270/354 ","Q4","23.87","0.002","0.409","0.429","20.2","Q3",
"International Journal of Inflammation","INT J INFLAMM","2090-8040","2042-0099","IMMUNOLOGY","ESCI","871","2.6","Q3","0.35"," 127/181 ","4","Q2","2.6","0.7"," 151/181 ","Q4","16.85","0","0.071","0.716","30.1","Q3",
"Journal of Child and Adolescent Psychiatric Nursing","J CHILD ADOL PS NURS","1073-6077","1744-6171","NURSING","ESCI","855","1.6","Q2","0.83"," 88/191 ","1.9","Q2","1.6","0.4"," 73/191 ","Q2","62.04","0.001","0.139","0.552","54.2","Q2",
"Knowledge and Process Management","KNOWL PROCESS MANAG","1092-4604","1099-1441","MANAGEMENT","ESCI","848","3","Q2","0.69"," 177/401 ","2.7","Q3","2.6","0.4"," 192/402 ","Q2","52.36","0.001","0.113","0.393","56.0","Q3",
"International Journal of Smart and Nano Materials","INT J SMART NANO MAT","1947-5411","1947-542X","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","846","4.5","Q2","0.68"," 143/438 ","4.2","Q2","4.4","0.8"," 185/438 ","Q2","57.88","0.001","0.176","0.784","67.5","Q2",
"Progress in Transplantation","PROG TRANSPLANT","1526-9248","2164-6708","SURGERY","SCIE","843","0.6","Q4","0.26"," 239/290 ","0.9","Q4","0.6","0.2"," 235/290 ","Q4","19.14","0.001","0.213","0.395","17.8","Q3",
"Progress in Transplantation","PROG TRANSPLANT","1526-9248","2164-6708","TRANSPLANTATION","SCIE","843","0.6","Q4","0.26"," 27/31 ","0.9","Q4","0.6","0.2"," 26/31 ","Q4","17.74","0.001","0.213","0.395","14.5","Q3",
"Journal of the Korean Association of Oral and Maxillofacial Surgeons","J KOR ASSOC ORAL MAX","2234-7550","2234-5930","DENTISTRY, ORAL SURGERY & MEDICINE","ESCI","826","0.9","Q3","0.42"," 113/157 ","1.4","Q3","0.8","0.2"," 116/157 ","Q3","26.43","0.001","0.155","0.318","28.3","Q3",
"Journal of Public Budgeting Accounting & Financial Management","J PUBLIC BUDGET ACC","1096-3367","1945-1814","BUSINESS, FINANCE","ESCI","798","3","Q2","1.09"," 62/231 ","N/A","N/A","2.4","0.4"," 43/231 ","Q1","81.60","0.001","0.19","N/A","73.4","N/A",
"Journal of Public Budgeting Accounting & Financial Management","J PUBLIC BUDGET ACC","1096-3367","1945-1814","PUBLIC ADMINISTRATION","ESCI","798","3","Q1","1.09"," 21/91 ","N/A","N/A","2.4","0.4"," 29/91 ","Q1","68.68","0.001","0.19","N/A","77.5","N/A",
"Turk Kardiyoloji Dernegi Arsivi-Archives of the Turkish Society of Cardiology","TURK KARDIYOL DERN A","1016-5169","1308-4488","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","791","0.9","Q4","0.22"," 179/220 ","0.8","Q4","0.8","0.3"," 178/220 ","Q4","19.32","0.001","0.133","0.171","18.9","Q4",
"Journal of Nano Research","J NANO RES-SW","1662-5250","1661-9897","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","779","0.8","Q4","0.2"," 389/438 ","1.1","Q4","0.8","0.3"," 374/438 ","Q4","14.73","0","0.077","0.152","11.3","Q4",
"Journal of Nano Research","J NANO RES-SW","1662-5250","1661-9897","NANOSCIENCE & NANOTECHNOLOGY","SCIE","779","0.8","Q4","0.2"," 131/140 ","1.1","Q4","0.8","0.3"," 120/140 ","Q4","14.64","0","0.077","0.152","6.8","Q4",
"Journal of Nano Research","J NANO RES-SW","1662-5250","1661-9897","PHYSICS, APPLIED","SCIE","779","0.8","Q4","0.2"," 165/179 ","1.1","Q4","0.8","0.3"," 156/179 ","Q4","13.13","0","0.077","0.152","8.1","Q4",
"EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE","EUR J HORTIC SCI","1611-4426","1611-4434","HORTICULTURE","SCIE","779","0.7","Q4","0.25"," 31/38 ","1.2","Q3","0.7","0.1"," 29/38 ","Q4","25.00","0","0.08","0.166","19.7","Q3",
"Journal of Exercise Science & Fitness","J EXERC SCI FIT","1728-869X","1728-869X","SPORT SCIENCES","SCIE","770","2.4","Q2","1.15"," 36/127 ","2.8","Q2","2.3","0.8"," 21/127 ","Q1","83.86","0.001","0.197","0.628","72.0","Q2",
"JOR Spine","JOR SPINE","2572-1143","2572-1143","ORTHOPEDICS","SCIE","736","3.4","Q1","1.42"," 15/136 ","3.8","Q1","2.8","0.6"," 16/136 ","Q1","88.60","0.001","0.26","0.78","89.3","Q2",
"Journal of Economic and Administrative Sciences","J ECONOM ADM SCI","1026-4116","2054-6246","ECONOMICS","ESCI","727","1.8","Q2","0.56"," 241/597 ","1.9","Q2","1.7","0.4"," 275/600 ","Q2","54.25","0.001","0.142","0.26","59.7","Q3",
"Journal of Mineralogical and Petrological Sciences","J MINER PETROL SCI","1345-6296","1349-3825","MINERALOGY","SCIE","721","0.9","Q4","0.28"," 25/30 ","1","Q4","0.7","0.3"," 24/30 ","Q4","21.67","0","0.074","0.262","18.3","Q4",
"Journal of Palaeogeography-English","J PALAEOGEOG-ENGLISH","2095-3836","2524-4507","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","703","2.5","Q2","0.94"," 107/253 ","2.6","Q2","2.4","0.7"," 60/253 ","Q1","76.48","0.001","0.191","0.713","57.9","Q2",
"Journal of Palaeogeography-English","J PALAEOGEOG-ENGLISH","2095-3836","2524-4507","PALEONTOLOGY","SCIE","703","2.5","Q1","0.94"," 6/56 ","2.6","Q1","2.4","0.7"," 14/56 ","Q1","75.89","0.001","0.191","0.713","90.2","Q1",
"HELMINTHOLOGIA","HELMINTHOLOGIA","0440-6605","1336-9083","PARASITOLOGY","SCIE","700","1.1","Q4","0.41"," 37/45 ","1","Q4","1","<0.1"," 35/45 ","Q3","23.33","0","0.091","0.226","18.9","Q4",
"HELMINTHOLOGIA","HELMINTHOLOGIA","0440-6605","1336-9083","ZOOLOGY","SCIE","700","1.1","Q3","0.41"," 96/180 ","1","Q3","1","<0.1"," 132/180 ","Q3","26.94","0","0.091","0.226","46.9","Q3",
"Medical Law Review","MED LAW REV","0967-0742","1464-3790","LAW","SSCI","695","1.8","Q1","1.5"," 44/421 ","2","Q1","1.6","0.6"," 63/421 ","Q1","85.15","0.001","0.152","0.516","89.7","Q2",
"Medical Law Review","MED LAW REV","0967-0742","1464-3790","MEDICINE, LEGAL","SCIE","695","1.8","Q2","1.5"," 8/23 ","2","Q2","1.6","0.6"," 2/23 ","Q1","93.48","0.001","0.152","0.516","67.4","Q2",
"South African Journal of Plant and Soil","S AFR J PLANT SOIL","0257-1862","2167-034X","AGRONOMY","ESCI","681","1.1","Q3","0.31"," 76/125 ","N/A","N/A","1","0.1"," 80/125 ","Q3","36.40","0","0.067","N/A","39.6","N/A",
"Journal of Acupuncture and Meridian Studies","J ACUPUNCT MERIDIAN","2005-2901","2093-8152","INTEGRATIVE & COMPLEMENTARY MEDICINE","ESCI","681","0.9","Q4","0.27"," 34/43 ","1.2","Q4","0.8","0.2"," 36/43 ","Q4","17.44","0","0.072","0.257","22.1","Q4",
"Journal of Global Security Studies","J GLOB SECUR STUD","2057-3170","2057-3189","INTERNATIONAL RELATIONS","ESCI","672","1.7","Q2","0.94"," 54/165 ","2.3","Q2","1.6","0.5"," 59/165 ","Q2","64.55","0.003","0.551","1.206","67.6","Q1",
"Electronic Journal of Linear Algebra","ELECTRON J LINEAR AL","1537-9582","1081-3810","MATHEMATICS","SCIE","656","0.6","Q3","0.57"," 263/489 ","0.6","Q3","0.6","0.3"," 249/489 ","Q3","49.18","0.001","0.215","0.435","46.3","Q2",
"Ethnopolitics","ETHNOPOLITICS","1744-9057","1744-9065","ETHNIC STUDIES","ESCI","653","1.2","Q3","0.51"," 22/39 ","1.7","Q3","1.1","0.6"," 25/39 ","Q3","37.18","0.001","0.237","0.696","44.9","Q3",
"Ethnopolitics","ETHNOPOLITICS","1744-9057","1744-9065","POLITICAL SCIENCE","ESCI","653","1.2","Q3","0.51"," 164/317 ","1.7","Q2","1.1","0.6"," 196/317 ","Q3","38.33","0.001","0.237","0.696","48.4","Q3",
"Foundations and Trends in Information Retrieval","FOUND TRENDS INF RET","1554-0669","1554-0677","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","631","8.3","Q1","3.37"," 8/249 ","12.4","Q1","8","0.5"," 3/251 ","Q1","99.00","0","0.083","2.679","97.0","Q1",
"Mechanical Sciences","MECH SCI","2191-9151","2191-916X","ENGINEERING, MECHANICAL","SCIE","621","1","Q4","0.29"," 145/180 ","1.2","Q4","1","0.3"," 139/180 ","Q4","23.06","0.001","0.121","0.231","19.7","Q3",
"Accounting History","ACCOUNT HIST","1032-3732","1749-3374","BUSINESS, FINANCE","ESCI","619","1.7","Q3","0.41"," 119/231 ","1.6","Q3","1.1","0.3"," 146/231 ","Q3","37.01","0","0.088","0.351","48.7","Q3",
"International Review of Victimology","INT REV VICT","0269-7580","2047-9433","CRIMINOLOGY & PENOLOGY","ESCI","608","1.5","Q2","0.88"," 46/113 ","1.8","Q2","1.4","0.1"," 46/113 ","Q2","59.73","0.001","0.121","0.573","59.7","Q2",
"Frontiers in Remote Sensing","FRONT REMOTE SENS","N/A","2673-6187","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","ESCI","607","3.4","Q2","0.58"," 13/36 ","3.4","Q2","3.2","0.6"," 18/36 ","Q2","51.39","0.002","0.339","1.164","65.3","Q2",
"Frontiers in Remote Sensing","FRONT REMOTE SENS","N/A","2673-6187","REMOTE SENSING","ESCI","607","3.4","Q2","0.58"," 25/62 ","3.4","Q2","3.2","0.6"," 32/62 ","Q2","49.19","0.002","0.339","1.164","60.5","Q1",
"INTERNATIONAL JOURNAL OF EARLY CHILDHOOD","INT J EARLY CHILD","0020-7187","1878-4658","EDUCATION & EDUCATIONAL RESEARCH","ESCI","606","1.3","Q2","1.22"," 345/756 ","2.4","Q2","1.3","0.1"," 166/756 ","Q1","78.11","0.001","0.163","0.697","54.4","Q2",
"Cailiao Gongcheng-Journal of Materials Engineering","CAILIAO GONGCHENG","1001-4381","1001-4381","MATERIALS SCIENCE, MULTIDISCIPLINARY","ESCI","605","0.6","Q4","0.08"," 408/438 ","0.5","Q4","0.3","0.1"," 426/438 ","Q4","2.85","0","0.081","0.041","7.0","Q4",
