"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"NAIS-Native American and Indigenous Studies Association","NAIS-NATIV AM INDIG","2332-1261","2332-1261","ETHNIC STUDIES","ESCI","124","2.5"," 5/39 ","1.6","Q3","2.5","<0.1","0.54"," 24/39 ","Q3","Q1","88.5","39.74","0","0.087","0.976","Q2",
"Health Services Research and Managerial Epidemiology","HEALTH SERV RES MANA","2333-3928","2333-3928","HEALTH POLICY & SERVICES","ESCI","240","1.5"," 87/118 ","1.4","Q4","1.4","0.2","0.54"," 91/119 ","Q4","Q3","26.7","23.95","0","0.084","0.399","Q4",
"NORA-Nordic Journal of Feminist and Gender Research","NORA","0803-8740","1502-394X","WOMENS STUDIES","ESCI","455","0.9"," 39/66 ","1.6","Q3","0.8","<0.1","0.54"," 38/66 ","Q3","Q3","41.7","43.18","0.001","0.123","0.621","Q2",
"ARS Mathematica Contemporanea","ARS MATH CONTEMP","1855-3966","1855-3974","MATHEMATICS","SCIE","418","0.6"," 263/489 ","0.6","Q3","0.5","0.5","0.54"," 269/489 ","Q3","Q3","46.3","45.09","0.001","0.218","0.465","Q2",
"ARS Mathematica Contemporanea","ARS MATH CONTEMP","1855-3966","1855-3974","MATHEMATICS, APPLIED","SCIE","418","0.6"," 256/331 ","0.6","Q4","0.5","0.5","0.54"," 206/331 ","Q3","Q4","22.8","37.92","0.001","0.218","0.465","Q3",
"Toxicology Research","TOXICOL RES-UK","2045-452X","2045-4538","TOXICOLOGY","SCIE","2,356","2.2"," 77/106 ","2.6","Q3","2.1","0.4","0.53"," 78/106 ","Q3","Q3","27.8","26.89","0.002","0.431","0.463","Q4",
"Journal of Asset Management","J ASSET MANAG","1470-8272","1479-179X","BUSINESS, FINANCE","ESCI","645","1.5"," 131/231 ","1.8","Q3","1.5","0.1","0.53"," 114/231 ","Q2","Q3","43.5","50.87","0.001","0.155","0.402","Q3",
"JOURNAL OF CANCER EDUCATION","J CANCER EDUC","0885-8195","1543-0154","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","3,545","1.4"," 44/85 ","1.9","Q2","1.3","0.2","0.53"," 53/85 ","Q3","Q3","48.8","38.24","0.006","1.252","0.638","Q2",
"JOURNAL OF CANCER EDUCATION","J CANCER EDUC","0885-8195","1543-0154","ONCOLOGY","SCIE","3,545","1.4"," 263/322 ","1.9","Q4","1.3","0.2","0.53"," 199/322 ","Q3","Q4","18.5","38.35","0.006","1.252","0.638","Q3",
"JOURNAL OF CANCER EDUCATION","J CANCER EDUC","0885-8195","1543-0154","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","3,545","1.4"," 295/403 ","1.9","Q3","1.3","0.2","0.53"," 256/403 ","Q3","Q3","26.9","36.60","0.006","1.252","0.638","Q3",
"Art-Sanat","ART-SANAT","N/A","2148-3582","ART","ESCI","53","0.3"," N/A ","0.2","N/A","0.2","<0.1","0.53"," 37/142 ","Q2","N/A","N/A","74.30","0","0.052","0.145","Q2",
"Journal of Enterprising Communities-People and Places in the Global Economy","J ENTERP COMMUNITIES","1750-6204","1750-6212","BUSINESS","ESCI","1,038","2.4"," 159/302 ","2.7","Q3","2.1","0.6","0.52"," 172/302 ","Q3","Q3","47.5","43.21","0.001","0.196","0.432","Q3",
"GYNECOLOGICAL ENDOCRINOLOGY","GYNECOL ENDOCRINOL","0951-3590","1473-0766","ENDOCRINOLOGY & METABOLISM","SCIE","5,701","2"," 134/186 ","2.3","Q3","2","0.4","0.52"," 127/186 ","Q3","Q3","28.2","31.99","0.005","1.023","0.529","Q3",
"GYNECOLOGICAL ENDOCRINOLOGY","GYNECOL ENDOCRINOL","0951-3590","1473-0766","OBSTETRICS & GYNECOLOGY","SCIE","5,701","2"," 63/136 ","2.3","Q2","2","0.4","0.52"," 92/136 ","Q3","Q2","54.0","32.72","0.005","1.023","0.529","Q3",
"ACTA CYTOLOGICA","ACTA CYTOL","0001-5547","1938-2650","PATHOLOGY","SCIE","2,188","1.6"," 53/88 ","1.9","Q3","1.5","0.6","0.52"," 58/88 ","Q3","Q3","40.3","34.66","0.001","0.27","0.464","Q3",
"COMMUNICATIONS IN ALGEBRA","COMMUN ALGEBRA","0092-7872","1532-4125","MATHEMATICS","SCIE","4,881","0.6"," 263/489 ","0.7","Q2","0.5","0.1","0.52"," 288/489 ","Q3","Q3","46.3","41.21","0.007","1.618","0.438","Q2",
"International Journal of Number Theory","INT J NUMBER THEORY","1793-0421","1793-7310","MATHEMATICS","SCIE","890","0.5"," 325/489 ","0.5","Q3","0.5","0.1","0.52"," 288/489 ","Q3","Q3","33.6","41.21","0.003","0.658","0.508","Q2",
"TECHNOLOGY IN CANCER RESEARCH & TREATMENT","TECHNOL CANCER RES T","1533-0346","1533-0338","ONCOLOGY","SCIE","4,688","2.7"," 163/322 ","2.8","Q3","2.6","0.5","0.51"," 203/322 ","Q3","Q3","49.5","37.11","0.005","1.1","0.542","Q3",
"Frontiers in Pain Research","FRONT PAIN RES","N/A","2673-561X","CLINICAL NEUROLOGY","ESCI","888","2.5"," 127/277 ","2.5","Q3","2.3","0.6","0.51"," 194/278 ","Q3","Q2","54.3","30.40","0.002","0.373","0.658","Q3",
"Frontiers in Pain Research","FRONT PAIN RES","N/A","2673-561X","NEUROSCIENCES","ESCI","888","2.5"," 187/310 ","2.5","Q3","2.3","0.6","0.51"," 239/310 ","Q3","Q3","39.8","23.06","0.002","0.373","0.658","Q3",
"JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM","J RENIN-ANGIO-ALDO S","1470-3203","1752-8976","PERIPHERAL VASCULAR DISEASE","SCIE","896","2.1"," 51/96 ","1.9","Q3","2","0.3","0.51"," 50/96 ","Q3","Q3","47.4","48.44","0","0.081","0.375","Q4",
"Chronic Illness","CHRONIC ILLN","1742-3953","1745-9206","HEALTH CARE SCIENCES & SERVICES","SCIE","957","1.8"," 100/174 ","1.9","Q3","1.8","0.2","0.51"," 123/175 ","Q2","Q3","42.8","30.00","0.001","0.262","0.63","Q3",
"Chronic Illness","CHRONIC ILLN","1742-3953","1745-9206","MEDICINE, GENERAL & INTERNAL","SCIE","957","1.8"," 109/325 ","1.9","Q2","1.8","0.2","0.51"," 112/329 ","Q2","Q2","66.6","66.11","0.001","0.262","0.63","Q2",
"Chronic Illness","CHRONIC ILLN","1742-3953","1745-9206","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","957","1.8"," 239/403 ","1.9","Q3","1.8","0.2","0.51"," 265/403 ","Q2","Q3","40.8","34.37","0.001","0.262","0.63","Q3",
"Pleura and Peritoneum","PLEURA PERITONEUM","2364-7671","2364-768X","ONCOLOGY","ESCI","338","1.4"," 263/322 ","2.1","Q3","1.2","0.3","0.51"," 203/322 ","Q3","Q4","18.5","37.11","0","0.074","0.428","Q4",
"Pleura and Peritoneum","PLEURA PERITONEUM","2364-7671","2364-768X","SURGERY","ESCI","338","1.4"," 165/290 ","2.1","Q2","1.2","0.3","0.51"," 180/290 ","Q3","Q3","43.3","38.10","0","0.074","0.428","Q3",
"Andean Geology","ANDEAN GEOL","0718-7106","0718-7106","GEOLOGY","SCIE","484","0.9"," 40/60 ","1.4","Q2","0.8","0.5","0.51"," 34/60 ","Q3","Q3","34.2","44.17","0","0.095","0.414","Q2",
"Epistemology & Philosophy of Science-Epistemologiya i Filosofiya Nauki","EPISTEMOL PHILOS SCI","1811-833X","2311-7133","PHILOSOPHY","ESCI","138","0.2"," N/A ","0.2","N/A","0.2","0.4","0.51"," 132/325 ","Q2","N/A","N/A","59.54","0","0.102","0.185","Q3",
"Journal of Semiconductors","J SEMICOND","1674-4926","1674-4926","PHYSICS, CONDENSED MATTER","ESCI","3,395","4.8"," 22/79 ","3.3","Q2","4.4","1.7","0.5"," 37/79 ","Q2","Q2","72.8","53.80","0.004","0.798","0.66","Q2",
"CURRENT MEDICAL RESEARCH AND OPINION","CURR MED RES OPIN","0300-7995","1473-4877","MEDICINE, GENERAL & INTERNAL","SCIE","7,701","2.4"," 80/325 ","2.5","Q2","2.3","0.6","0.5"," 116/329 ","Q2","Q1","75.5","64.89","0.007","1.433","0.704","Q1",
"CURRENT MEDICAL RESEARCH AND OPINION","CURR MED RES OPIN","0300-7995","1473-4877","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","7,701","2.4"," 105/189 ","2.5","Q3","2.3","0.6","0.5"," 122/189 ","Q2","Q3","44.7","35.71","0.007","1.433","0.704","Q3",
"Methods and Applications in Fluorescence","METHODS APPL FLUORES","2050-6120","2050-6120","CHEMISTRY, ANALYTICAL","SCIE","1,209","2.4"," 61/106 ","2.7","Q2","2.3","1","0.5"," 66/106 ","Q3","Q3","42.9","38.21","0.001","0.263","0.559","Q2",
"Methods and Applications in Fluorescence","METHODS APPL FLUORES","2050-6120","2050-6120","CHEMISTRY, PHYSICAL","SCIE","1,209","2.4"," 123/178 ","2.7","Q3","2.3","1","0.5"," 98/178 ","Q3","Q3","31.2","45.22","0.001","0.263","0.559","Q3",
"Pharmacy","PHARMACY-BASEL","N/A","2226-4787","PHARMACOLOGY & PHARMACY","ESCI","2,254","2"," 222/354 ","2.2","Q3","1.8","0.4","0.5"," 236/354 ","Q3","Q3","37.4","33.47","0.004","0.768","0.491","Q3",
"BOTANICA MARINA","BOT MAR","0006-8055","1437-4323","MARINE & FRESHWATER BIOLOGY","SCIE","2,400","1.6"," 56/119 ","2","Q2","1.4","0.5","0.5"," 69/119 ","Q3","Q2","53.4","42.44","0.001","0.148","0.356","Q3",
"BOTANICA MARINA","BOT MAR","0006-8055","1437-4323","PLANT SCIENCES","SCIE","2,400","1.6"," 138/265 ","2","Q2","1.4","0.5","0.5"," 133/265 ","Q3","Q3","48.1","50.00","0.001","0.148","0.356","Q3",
"University of Western Australia Law Review","UNIV WEST AUST LAW R","0042-0328","0042-0328","LAW","ESCI","89","0.4"," 233/421 ","0.3","Q3","0.4","0.1","0.5"," 232/421 ","Q3","Q3","44.8","45.01","0","0.024","0.111","Q3",
"Clean Technologies","CLEAN TECHNOL-BASEL","N/A","2571-8797","ENGINEERING, ENVIRONMENTAL","ESCI","766","4"," 37/81 ","4","Q3","4","0.8","0.49"," 46/81 ","Q3","Q2","54.9","43.83","0.001","0.186","0.573","Q3",
"Clean Technologies","CLEAN TECHNOL-BASEL","N/A","2571-8797","ENVIRONMENTAL SCIENCES","ESCI","766","4"," 118/358 ","4","Q2","4","0.8","0.49"," 232/359 ","Q3","Q2","67.2","35.52","0.001","0.186","0.573","Q3",
"Clean Technologies","CLEAN TECHNOL-BASEL","N/A","2571-8797","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","ESCI","766","4"," 47/91 ","4","Q3","4","0.8","0.49"," 62/91 ","Q3","Q3","48.9","32.42","0.001","0.186","0.573","Q3",
"Advances in Cancer Biology-Metastasis","ADV CANCER BIOL-MET","N/A","2667-3940","ONCOLOGY","ESCI","160","2"," 221/322 ","2","Q4","1.9","0.6","0.49"," 212/322 ","Q3","Q3","31.5","34.32","0","0.032","0.254","Q4",
"TRIBOLOGY TRANSACTIONS","TRIBOL T","1040-2004","1547-397X","ENGINEERING, MECHANICAL","SCIE","4,355","2"," 88/180 ","2.5","Q2","1.8","0.4","0.49"," 92/180 ","Q3","Q2","51.4","49.17","0.002","0.34","0.424","Q2",
"Journal of Modelling in Management","J MODEL MANAG","1746-5664","1746-5672","MANAGEMENT","ESCI","1,199","1.8"," 265/401 ","2.2","Q3","1.6","0.2","0.49"," 250/402 ","Q3","Q3","34.0","37.94","0.001","0.2","0.316","Q3",
"CEREAL RESEARCH COMMUNICATIONS","CEREAL RES COMMUN","0133-3720","1788-9170","AGRONOMY","SCIE","1,701","1.6"," 54/125 ","1.5","Q3","1.5","0.2","0.49"," 54/125 ","Q2","Q2","57.2","57.20","0.001","0.171","0.203","Q3",
"Turkish Journal of Education","TURK J EDUC","2147-2858","2147-2858","EDUCATION & EDUCATIONAL RESEARCH","ESCI","85","0.9"," 457/756 ","0.8","Q3","0.9","0.1","0.49"," 465/756 ","Q3","Q3","39.6","38.56","0","0.023","0.179","Q3",
"Museum Anthropology","MUS ANTHROPOL","0892-8339","1548-1379","ANTHROPOLOGY","ESCI","154","0.7"," 81/139 ","0.8","Q3","0.6","<0.1","0.49"," 86/139 ","Q3","Q3","42.1","38.49","0","0.03","0.458","Q3",
"LEUKEMIA RESEARCH","LEUKEMIA RES","0145-2126","1873-5835","HEMATOLOGY","SCIE","5,338","2.1"," 58/97 ","2.3","Q3","2.1","0.5","0.48"," 50/97 ","Q3","Q3","40.7","48.97","0.003","0.758","0.746","Q3",
"LEUKEMIA RESEARCH","LEUKEMIA RES","0145-2126","1873-5835","ONCOLOGY","SCIE","5,338","2.1"," 214/322 ","2.3","Q3","2.1","0.5","0.48"," 216/322 ","Q3","Q3","33.7","33.07","0.003","0.758","0.746","Q3",
"ACTA NEUROLOGICA BELGICA","ACTA NEUROL BELG","0300-9009","2240-2993","CLINICAL NEUROLOGY","SCIE","2,414","2"," 170/277 ","2.2","Q3","2","0.3","0.48"," 202/278 ","Q3","Q3","38.8","27.52","0.004","0.82","0.627","Q3",
"ACTA NEUROLOGICA BELGICA","ACTA NEUROL BELG","0300-9009","2240-2993","NEUROSCIENCES","SCIE","2,414","2"," 228/310 ","2.2","Q3","2","0.3","0.48"," 247/310 ","Q3","Q3","26.6","20.48","0.004","0.82","0.627","Q3",
"Management of Biological Invasions","MANAG BIOL INVASION","1989-8649","N/A","BIODIVERSITY CONSERVATION","SCIE","852","1.5"," 42/74 ","1.8","Q3","1.4","0.7","0.48"," 40/74 ","Q3","Q3","43.9","46.62","0.001","0.188","0.426","Q3",
"Advanced NanoBiomed Research","ADV NANOBIOMED RES","2699-9307","2699-9307","ENGINEERING, BIOMEDICAL","ESCI","922","4"," 41/122 ","4","Q2","3.9","0.6","0.47"," 80/122 ","Q3","Q2","66.8","34.84","0.001","0.282","0.707","Q2",
"Advanced NanoBiomed Research","ADV NANOBIOMED RES","2699-9307","2699-9307","MATERIALS SCIENCE, BIOMATERIALS","ESCI","922","4"," 26/53 ","4","Q3","3.9","0.6","0.47"," 42/53 ","Q3","Q2","51.9","21.70","0.001","0.282","0.707","Q2",
"Advanced NanoBiomed Research","ADV NANOBIOMED RES","2699-9307","2699-9307","NANOSCIENCE & NANOTECHNOLOGY","ESCI","922","4"," 69/140 ","4","Q2","3.9","0.6","0.47"," 82/140 ","Q3","Q2","51.1","41.79","0.001","0.282","0.707","Q2",
"International Journal of Precision Engineering and Manufacturing","INT J PRECIS ENG MAN","2234-7593","2005-4602","ENGINEERING, MANUFACTURING","SCIE","4,832","2.6"," 33/68 ","2.1","Q3","1.6","1","0.47"," 43/68 ","Q3","Q2","52.2","37.50","0.003","0.574","0.347","Q3",
"International Journal of Precision Engineering and Manufacturing","INT J PRECIS ENG MAN","2234-7593","2005-4602","ENGINEERING, MECHANICAL","SCIE","4,832","2.6"," 63/180 ","2.1","Q2","1.6","1","0.47"," 97/180 ","Q3","Q2","65.3","46.39","0.003","0.574","0.347","Q3",
"JOURNAL OF ENERGY RESOURCES TECHNOLOGY-TRANSACTIONS OF THE ASME","J ENERG RESOUR-ASME","0195-0738","1528-8994","ENERGY & FUELS","SCIE","5,095","2.6"," 113/170 ","2.3","Q3","2","1.3","0.47"," 113/173 ","Q3","Q3","33.8","34.97","0.004","0.799","0.325","Q4",
"INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS","INT J NUMER MODEL EL","0894-3370","1099-1204","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","1,214","1.6"," 239/352 ","1.3","Q4","1.4","0.4","0.47"," 200/354 ","Q3","Q3","32.2","43.64","0.001","0.27","0.23","Q4",
"INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS","INT J NUMER MODEL EL","0894-3370","1099-1204","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,214","1.6"," 70/135 ","1.3","Q3","1.4","0.4","0.47"," 82/135 ","Q3","Q3","48.5","39.63","0.001","0.27","0.23","Q4",
"Journal of Patient Experience","J PATIENT EXPERIENCE","2374-3743","2374-3735","HEALTH CARE SCIENCES & SERVICES","ESCI","1,432","1.6"," 112/174 ","1.7","Q3","1.5","0.3","0.47"," 131/175 ","Q3","Q3","35.9","25.43","0.004","0.776","0.58","Q3",
"Aula Abierta","AULA ABIERTA","0210-2773","2341-2313","EDUCATION & EDUCATIONAL RESEARCH","ESCI","498","1.2"," 370/756 ","1.4","Q3","1","0.2","0.47"," 476/756 ","Q3","Q2","51.1","37.10","0.001","0.11","0.294","Q3",
"Chronic Wound Care Management and Research","CHRONIC WOUND CARE M","2324-481X","2324-481X","HEALTH CARE SCIENCES & SERVICES","ESCI","148","0.6"," 159/174 ","1.3","Q4","0.6","<0.1","0.47"," 131/175 ","Q3","Q4","8.9","25.43","0","0.013","0.232","Q4",
"TRANSFORMATION GROUPS","TRANSFORM GROUPS","1083-4362","1531-586X","MATHEMATICS","SCIE","732","0.4"," 379/489 ","0.5","Q3","0.4","0.1","0.47"," 328/489 ","Q3","Q4","22.6","33.03","0.002","0.409","0.654","Q2",
"KOREAN JOURNAL OF CHEMICAL ENGINEERING","KOREAN J CHEM ENG","0256-1115","1975-7220","CHEMISTRY, MULTIDISCIPLINARY","SCIE","8,589","2.9"," 102/230 ","2.6","Q2","2.7","0.9","0.46"," 115/231 ","Q2","Q2","55.9","50.43","0.004","0.89","0.363","Q3",
"KOREAN JOURNAL OF CHEMICAL ENGINEERING","KOREAN J CHEM ENG","0256-1115","1975-7220","ENGINEERING, CHEMICAL","SCIE","8,589","2.9"," 77/170 ","2.6","Q3","2.7","0.9","0.46"," 83/171 ","Q2","Q2","55.0","51.75","0.004","0.89","0.363","Q3",
"Environmental Research: Infrastructure and Sustainability","ENVIRON RES-INFRASTR","N/A","2634-4505","ENVIRONMENTAL SCIENCES","ESCI","268","2.7"," 192/358 ","2.7","Q3","2.2","0.6","0.46"," 240/359 ","Q3","Q3","46.5","33.29","0.001","0.131","0.814","Q2",
"Environmental Research: Infrastructure and Sustainability","ENVIRON RES-INFRASTR","N/A","2634-4505","ENVIRONMENTAL STUDIES","ESCI","268","2.7"," 86/182 ","2.7","Q3","2.2","0.6","0.46"," 130/184 ","Q3","Q2","53.0","29.62","0.001","0.131","0.814","Q2",
"Environmental Research: Infrastructure and Sustainability","ENVIRON RES-INFRASTR","N/A","2634-4505","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","ESCI","268","2.7"," 65/91 ","2.7","Q4","2.2","0.6","0.46"," 66/91 ","Q3","Q3","29.1","28.02","0.001","0.131","0.814","Q2",
"Journal of Computer Networks and Communications","J COMPUT NETW COMMUN","2090-7141","2090-715X","TELECOMMUNICATIONS","ESCI","381","2"," 75/119 ","2","Q3","2","0.4","0.46"," 79/119 ","Q3","Q3","37.4","34.03","0","0.069","0.322","Q3",
"EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES","EXP CLIN ENDOCR DIAB","0947-7349","1439-3646","ENDOCRINOLOGY & METABOLISM","SCIE","3,335","1.6"," 149/186 ","2","Q4","1.6","0.6","0.46"," 138/186 ","Q3","Q4","20.2","26.08","0.002","0.418","0.447","Q4",
"ERDE","ERDE","0013-9998","0013-9998","GEOGRAPHY","SSCI","317","1.2"," 88/171 ","1.1","Q3","1.2","<0.1","0.46"," 87/172 ","Q3","Q3","48.8","49.71","0","0.058","0.34","Q3",
"ERDE","ERDE","0013-9998","0013-9998","GEOGRAPHY, PHYSICAL","SCIE","317","1.2"," 48/65 ","1.1","Q4","1.2","<0.1","0.46"," 41/65 ","Q3","Q3","26.9","37.69","0","0.058","0.34","Q3",
"ERDE","ERDE","0013-9998","0013-9998","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","317","1.2"," 186/253 ","1.1","Q4","1.2","<0.1","0.46"," 160/253 ","Q3","Q3","26.7","36.96","0","0.058","0.34","Q4",
"Seminars in Cardiothoracic and Vascular Anesthesia","SEMIN CARDIOTHORAC V","1089-2532","1940-5596","ANESTHESIOLOGY","ESCI","651","1.1"," 38/64 ","1.1","Q3","0.9","0.7","0.46"," 37/64 ","Q3","Q3","41.4","42.97","0.001","0.117","0.331","Q3",
"South African Journal of Physiotherapy","SOUTH AFR J PHYSIOTH","0379-6175","2410-8219","REHABILITATION","ESCI","360","1"," 129/169 ","1.2","Q4","0.9","0.2","0.46"," 132/169 ","Q4","Q4","24.0","22.19","0","0.102","0.34","Q4",
"Teacher Development","TEACH DEV","1366-4530","1747-5120","EDUCATION & EDUCATIONAL RESEARCH","ESCI","672","0.8"," 488/756 ","1.2","Q3","0.7","0.3","0.46"," 484/756 ","Q3","Q3","35.5","36.04","0.001","0.116","0.336","Q3",
"Derrida Today","DERRIDA TODAY","1754-8500","1754-8519","PHILOSOPHY","ESCI","120","0.3"," N/A ","0.4","N/A","0.3","<0.1","0.46"," 144/325 ","Q2","N/A","N/A","55.85","0","0.038","0.316","Q2",
"J19-The Journal of Nineteenth-Century Americanists","J19-J NINET-CENTURY","2166-742X","2166-7438","LITERATURE, AMERICAN","ESCI","95","0.1"," N/A ","0.3","N/A","0.1","<0.1","0.46"," 19/28 ","Q3","N/A","N/A","33.93","0","0.037","0.184","Q3",
"Corporate Communications","CORP COMMUN","1356-3289","1758-6046","BUSINESS","ESCI","1,758","2.8"," 146/302 ","2.9","Q3","2.2","0.5","0.45"," 190/302 ","Q3","Q2","51.8","37.25","0.001","0.236","0.531","Q3",
"INTEGRATION-THE VLSI JOURNAL","INTEGRATION","0167-9260","1872-7522","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE","SCIE","1,558","2.2"," 32/59 ","1.6","Q4","2","0.7","0.45"," 39/59 ","Q3","Q3","46.6","34.75","0.001","0.312","0.284","Q4",
"INTEGRATION-THE VLSI JOURNAL","INTEGRATION","0167-9260","1872-7522","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","1,558","2.2"," 183/352 ","1.6","Q3","2","0.7","0.45"," 212/354 ","Q3","Q3","48.2","40.25","0.001","0.312","0.284","Q3",
"Communications of the Association for Information Systems","COMMUN ASSOC INF SYS","1529-3181","1529-3181","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","3,262","1.7"," 163/249 ","1.9","Q3","1.4","0.6","0.45"," 163/251 ","Q3","Q3","34.7","35.26","0.001","0.298","0.453","Q3",
"Birth Defects Research","BIRTH DEFECTS RES","2472-1727","2472-1727","DEVELOPMENTAL BIOLOGY","SCIE","1,993","1.6"," 30/39 ","2.7","Q2","1.5","0.2","0.45"," 27/39 ","Q3","Q4","24.4","32.05","0.004","0.92","0.869","Q2",
"Birth Defects Research","BIRTH DEFECTS RES","2472-1727","2472-1727","TOXICOLOGY","SCIE","1,993","1.6"," 90/106 ","2.7","Q3","1.5","0.2","0.45"," 91/106 ","Q3","Q4","15.6","14.62","0.004","0.92","0.869","Q1",
"APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY","APPL STOCH MODEL BUS","1524-1904","1526-4025","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,274","1.3"," 87/135 ","1.4","Q3","1.2","0.4","0.45"," 85/135 ","Q3","Q3","35.9","37.41","0.001","0.274","0.434","Q3",
"APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY","APPL STOCH MODEL BUS","1524-1904","1526-4025","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","1,274","1.3"," 83/106 ","1.4","Q4","1.2","0.4","0.45"," 65/106 ","Q3","Q4","22.2","39.15","0.001","0.274","0.434","Q3",
"APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY","APPL STOCH MODEL BUS","1524-1904","1526-4025","STATISTICS & PROBABILITY","SCIE","1,274","1.3"," 65/168 ","1.4","Q2","1.2","0.4","0.45"," 104/168 ","Q3","Q2","61.6","38.39","0.001","0.274","0.434","Q3",
"Notfall & Rettungsmedizin","NOTFALL RETTUNGSMED","1434-6222","1436-0578","EMERGENCY MEDICINE","SCIE","566","1.2"," 33/54 ","0.9","Q3","0.8","0.3","0.45"," 38/54 ","Q3","Q3","39.8","30.56","0","0.081","0.109","Q4",
"Annales de l Institut Henri Poincare D","ANN I H POINCARE D","2308-5827","2308-5835","PHYSICS, MATHEMATICAL","ESCI","209","1.5"," 27/60 ","1.2","Q3","1.4","0.9","0.44"," 43/60 ","Q3","Q2","55.8","29.17","0.001","0.175","1.14","Q1",
"Polish Journal of Otolaryngology","POL J OTOLARYNGOL","0030-6657","2300-8423","OTORHINOLARYNGOLOGY","ESCI","171","1"," 43/65 ","0.9","Q4","0.8","0.1","0.44"," 48/65 ","Q3","Q3","34.6","26.92","0","0.064","0.19","Q4",
"Journal of Political Science Education","J POLITICAL SCI EDUC","1551-2169","1551-2177","POLITICAL SCIENCE","ESCI","771","0.9"," 196/317 ","1.2","Q3","0.5","0.2","0.44"," 210/317 ","Q3","Q3","38.3","33.91","0.001","0.163","0.296","Q4",
"Frontiers of Education in China","FRONT EDUC CHINA","1673-341X","1673-3533","EDUCATION & EDUCATIONAL RESEARCH","ESCI","340","0.4"," 606/756 ","1.3","Q3","0.4","<0.1","0.44"," 498/756 ","Q3","Q4","19.9","34.19","0","0.075","0.412","Q2",
"CURRENT DRUG TARGETS","CURR DRUG TARGETS","1389-4501","1873-5592","PHARMACOLOGY & PHARMACY","SCIE","6,093","3"," 136/354 ","3.3","Q2","3","0.5","0.43"," 262/354 ","Q3","Q2","61.7","26.13","0.003","0.712","0.587","Q3",
"Journal of Global Mobility-The Home of Expatriate Management Research","J GLOB MOBIL","2049-8799","2049-8802","MANAGEMENT","ESCI","461","2.3"," 221/401 ","2.4","Q3","1.5","0.4","0.43"," 268/402 ","Q3","Q3","45.0","33.46","0","0.104","0.518","Q3",
"SHOCK WAVES","SHOCK WAVES","0938-1287","1432-2153","MECHANICS","SCIE","2,218","1.7"," 106/170 ","1.7","Q3","1.5","0.3","0.43"," 114/170 ","Q3","Q3","37.9","33.24","0.001","0.292","0.468","Q2",
"Records of Natural Products","REC NAT PROD","1307-6167","1307-6167","CHEMISTRY, APPLIED","SCIE","1,381","1.5"," 52/74 ","1.6","Q3","1.1","0.3","0.43"," 42/74 ","Q3","Q3","30.4","43.92","0.001","0.133","0.195","Q4",
"Records of Natural Products","REC NAT PROD","1307-6167","1307-6167","CHEMISTRY, MEDICINAL","SCIE","1,381","1.5"," 57/72 ","1.6","Q4","1.1","0.3","0.43"," 58/72 ","Q3","Q4","21.5","20.14","0.001","0.133","0.195","Q4",
"Records of Natural Products","REC NAT PROD","1307-6167","1307-6167","PLANT SCIENCES","SCIE","1,381","1.5"," 148/265 ","1.6","Q3","1.1","0.3","0.43"," 149/265 ","Q3","Q3","44.3","43.96","0.001","0.133","0.195","Q4",
"MINERALOGY AND PETROLOGY","MINER PETROL","0930-0708","1438-1168","GEOCHEMISTRY & GEOPHYSICS","SCIE","2,661","1.4"," 60/101 ","1.6","Q3","1.4","0.5","0.43"," 59/101 ","Q3","Q3","41.1","42.08","0.001","0.268","0.543","Q2",
