"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"Hormone Molecular Biology and Clinical Investigation","HORM MOL BIOL CLIN I","1868-1883","1868-1891","BIOCHEMISTRY & MOLECULAR BIOLOGY","ESCI","1,204","1.1","Q4","0.17"," 295/313 ","1.5","Q4","1.1","0.4"," 301/313 ","Q4","3.99","0.001","0.175","0.31","5.9","Q4",
"RUSSIAN JOURNAL OF COORDINATION CHEMISTRY","RUSS J COORD CHEM+","1070-3284","1608-3318","CHEMISTRY, INORGANIC & NUCLEAR","SCIE","1,200","1.1","Q4","0.47"," 38/44 ","0.9","Q4","0.9","0.2"," 32/44 ","Q3","28.41","0","0.088","0.095","14.8","Q4",
"BLOOD PRESSURE MONITORING","BLOOD PRESS MONIT","1359-5237","1473-5725","PERIPHERAL VASCULAR DISEASE","SCIE","1,191","1.2","Q4","0.31"," 77/96 ","1.2","Q4","1.2","0.5"," 76/96 ","Q4","21.35","0.001","0.191","0.35","20.3","Q4",
"Environmental and Sustainability Indicators","ENVIRON SUSTAIN IND","2665-9727","2665-9727","ENVIRONMENTAL SCIENCES","ESCI","1,190","5.4","Q1","0.88"," 69/358 ","5.3","Q1","5.3","1"," 101/359 ","Q2","72.01","0.001","0.296","0.808","80.9","Q2",
"Environmental and Sustainability Indicators","ENVIRON SUSTAIN IND","2665-9727","2665-9727","ENVIRONMENTAL STUDIES","ESCI","1,190","5.4","Q1","0.88"," 29/182 ","5.3","Q1","5.3","1"," 71/184 ","Q2","61.68","0.001","0.296","0.808","84.3","Q2",
"JOURNAL OF NURSING CARE QUALITY","J NURS CARE QUAL","1057-3631","1550-5065","NURSING","SCIE, SSCI","1,189","1.2","Q3","0.8"," 118/191 ","1.5","Q3","1.1","0.5"," 82/191 ","Q2","57.33","0.001","0.241","0.402","38.5","Q3",
"PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES","PUBL RES I MATH SCI","0034-5318","1663-4926","MATHEMATICS","SCIE","1,173","1.1","Q1","0.82"," 98/489 ","0.9","Q2","1","0.2"," 128/489 ","Q2","73.93","0.001","0.246","1.181","80.1","Q1",
"Journal of Agromedicine","J AGROMEDICINE","1059-924X","1545-0813","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","1,140","2.1","Q3","0.57"," 202/403 ","2.2","Q3","1.6","0.4"," 237/403 ","Q3","41.32","0.001","0.185","0.439","50.0","Q3",
"ENVIRONMENTAL AND ECOLOGICAL STATISTICS","ENVIRON ECOL STAT","1352-8505","1573-3009","ENVIRONMENTAL SCIENCES","SCIE","1,136","3","Q2","1.18"," 169/358 ","2.6","Q3","3","0.6"," 63/359 ","Q1","82.59","0.001","0.175","0.667","52.9","Q2",
"ENVIRONMENTAL AND ECOLOGICAL STATISTICS","ENVIRON ECOL STAT","1352-8505","1573-3009","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,136","3","Q1","1.18"," 22/135 ","2.6","Q1","3","0.6"," 20/135 ","Q1","85.56","0.001","0.175","0.667","84.1","Q2",
"ENVIRONMENTAL AND ECOLOGICAL STATISTICS","ENVIRON ECOL STAT","1352-8505","1573-3009","STATISTICS & PROBABILITY","SCIE","1,136","3","Q1","1.18"," 16/168 ","2.6","Q1","3","0.6"," 13/168 ","Q1","92.56","0.001","0.175","0.667","90.8","Q2",
"Developments in the Built Environment","DEV BUILT ENVIRON","N/A","2666-1659","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","1,127","6.2","Q1","1.21"," 12/91 ","7.5","Q1","5.5","1.8"," 14/91 ","Q1","85.16","0.001","0.238","1.242","87.4","Q1",
"Developments in the Built Environment","DEV BUILT ENVIRON","N/A","2666-1659","ENGINEERING, CIVIL","SCIE","1,127","6.2","Q1","1.21"," 13/181 ","7.5","Q1","5.5","1.8"," 21/181 ","Q1","88.67","0.001","0.238","1.242","93.1","Q1",
"AQUACULTURE ECONOMICS & MANAGEMENT","AQUACULT ECON MANAG","1365-7305","1551-8663","AGRICULTURAL ECONOMICS & POLICY","SCIE","1,122","3.8","Q1","1.34"," 7/39 ","4.4","Q1","2.8","0.9"," 8/39 ","Q1","80.77","0.001","0.148","0.635","83.3","Q2",
"AQUACULTURE ECONOMICS & MANAGEMENT","AQUACULT ECON MANAG","1365-7305","1551-8663","FISHERIES","SCIE","1,122","3.8","Q1","1.34"," 8/62 ","4.4","Q1","2.8","0.9"," 6/62 ","Q1","91.13","0.001","0.148","0.635","87.9","Q1",
"INDIAN JOURNAL OF FISHERIES","INDIAN J FISH","0970-6011","N/A","FISHERIES","SCIE","1,121","0.4","Q4","0.16"," 59/62 ","0.5","Q4","0.3","0.1"," 56/62 ","Q4","10.48","0","0.068","0.092","5.6","Q4",
"MATHEMATICA SCANDINAVICA","MATH SCAND","0025-5521","1903-1807","MATHEMATICS","SCIE","1,120","0.3","Q4","0.26"," 431/489 ","0.4","Q4","0.2","0.1"," 449/489 ","Q4","8.28","0","0.102","0.337","12.0","Q3",
"Facets","FACETS","2371-1671","2371-1671","MULTIDISCIPLINARY SCIENCES","SCIE","1,114","2.9","Q1","0.81"," 31/134 ","2.8","Q2","2.8","0.4"," 37/135 ","Q2","72.96","0.002","0.458","0.834","77.2","Q2",
"CRISPR Journal","CRISPR J","2573-1599","2573-1602","GENETICS & HEREDITY","SCIE","1,096","3.7","Q2","1.16"," 52/191 ","4.2","Q1","3.6","0.8"," 30/191 ","Q1","84.55","0.005","0.999","2.18","73.0","Q1",
"Global Pediatric Health","GLOBAL PEDIATR HLTH","N/A","2333-794X","PEDIATRICS","ESCI","1,094","1.4","Q3","0.51"," 99/186 ","N/A","N/A","1.3","0.2"," 121/186 ","Q3","35.22","0.002","0.416","N/A","47.0","N/A",
"Annals of Phytomedicine-An International Journal","ANN PHYTOMEDICINE","2393-9885","2278-9839","PHARMACOLOGY & PHARMACY","ESCI","1,085","1.7","Q3","0.49"," 251/354 ","1.6","Q4","0.2","0.6"," 243/354 ","Q3","31.50","0","0.028","0.031","29.2","Q4",
"Journal of Evidence Based Medicine","J EVID-BASED MED","1756-5383","1756-5391","MEDICINE, GENERAL & INTERNAL","SCIE","1,083","3.6","Q1","0.88"," 46/325 ","N/A","N/A","3.6","0.5"," 62/329 ","Q1","81.31","0.001","0.303","N/A","86.0","N/A",
"TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES","TERR ATMOS OCEAN SCI","1017-0839","2311-7680","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","1,077","0.8","Q4","0.3"," 214/253 ","1.1","Q4","0.8","<0.1"," 198/253 ","Q4","21.94","0.001","0.162","0.329","15.6","Q4",
"TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES","TERR ATMOS OCEAN SCI","1017-0839","2311-7680","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","1,077","0.8","Q4","0.3"," 105/110 ","1.1","Q4","0.8","<0.1"," 94/110 ","Q4","15.00","0.001","0.162","0.329","5.0","Q4",
"TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES","TERR ATMOS OCEAN SCI","1017-0839","2311-7680","OCEANOGRAPHY","SCIE","1,077","0.8","Q4","0.3"," 58/65 ","1.1","Q4","0.8","<0.1"," 54/65 ","Q4","17.69","0.001","0.162","0.329","11.5","Q4",
"Mini-Reviews in Organic Chemistry","MINI-REV ORG CHEM","1570-193X","1875-6298","CHEMISTRY, ORGANIC","SCIE","1,065","1.9","Q2","0.31"," 28/58 ","2","Q2","1.9","0.7"," 42/58 ","Q3","28.45","0.001","0.137","0.268","52.6","Q3",
"Blood Cancer Discovery","BLOOD CANCER DISCOV","2643-3230","2643-3249","HEMATOLOGY","ESCI","1,059","11.5","Q1","2.55"," 7/97 ","11.1","Q1","11.3","3.6"," 5/97 ","Q1","95.36","0.004","0.98","6.145","93.3","Q1",
"Blood Cancer Discovery","BLOOD CANCER DISCOV","2643-3230","2643-3249","ONCOLOGY","ESCI","1,059","11.5","Q1","2.55"," 24/322 ","11.1","Q1","11.3","3.6"," 19/322 ","Q1","94.25","0.004","0.98","6.145","92.7","Q1",
"ACTA CHIRURGICA BELGICA","ACTA CHIR BELG","0001-5458","2577-0160","SURGERY","SCIE","1,048","0.6","Q4","0.28"," 239/290 ","0.8","Q4","0.6","0.1"," 229/290 ","Q4","21.21","0.001","0.176","0.212","17.8","Q4",
"Energy Material Advances","ENERGY MATER ADV","2097-1133","2692-7640","PHYSICS, APPLIED","ESCI","1,031","14.8","Q1","1.89"," 11/179 ","14.9","Q1","14.1","3.4"," 14/179 ","Q1","92.46","0.002","0.343","3.21","94.1","Q1",
"Journal of Human Sport and Exercise","J HUM SPORT EXERC","1988-5202","1988-5202","SPORT SCIENCES","ESCI","1,017","0.5","Q4","0.3"," 114/127 ","0.5","Q4","0.5","0.2"," 104/127 ","Q4","18.50","0.001","0.2","0.098","10.6","Q4",
"NEW ZEALAND JOURNAL OF BOTANY","NEW ZEAL J BOT","0028-825X","1175-8643","PLANT SCIENCES","SCIE","1,013","0.8","Q4","0.24"," 216/265 ","0.8","Q4","0.6","0.3"," 218/265 ","Q4","17.92","0","0.054","0.201","18.7","Q4",
"Policy Insights from the Behavioral and Brain Sciences","POL INS BEH BRAIN SC","2372-7322","2372-7330","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,012","3.4","Q1","1.61"," 60/756 ","N/A","N/A","3.4","0.3"," 93/756 ","Q1","87.76","0.002","0.4","N/A","92.1","N/A",
"Policy Insights from the Behavioral and Brain Sciences","POL INS BEH BRAIN SC","2372-7322","2372-7330","PSYCHOLOGY, MULTIDISCIPLINARY","ESCI","1,012","3.4","Q1","1.61"," 32/218 ","N/A","N/A","3.4","0.3"," 25/218 ","Q1","88.76","0.002","0.4","N/A","85.6","N/A",
"Frontiers in Agronomy","FRONT AGRON","N/A","2673-3218","AGRONOMY","ESCI","1,010","3.5","Q1","0.76"," 19/125 ","3.9","Q1","3.4","0.3"," 29/125 ","Q1","77.20","0.001","0.318","0.693","85.2","Q1",
"Journal of International Business Policy","J INT BUS POLICY","2522-0691","2522-0705","BUSINESS","ESCI","1,003","5.9","Q1","1.07"," 47/302 ","9.1","Q1","5.3","1.1"," 76/302 ","Q2","75.00","0.003","0.625","3.194","84.6","Q1",
"International Journal of Testing","INT J TEST","1530-5058","1532-7574","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","995","1","Q2","0.92"," 124/263 ","3.6","Q1","0.9","0.5"," 83/263 ","Q2","68.63","0.001","0.186","1.408","53.0","Q1",
"REVISTA ARGENTINA DE MICROBIOLOGIA","REV ARGENT MICROBIOL","0325-7541","1851-7617","MICROBIOLOGY","SCIE","983","1.8","Q4","0.42"," 135/161 ","1.9","Q4","1.7","0.8"," 132/161 ","Q4","18.32","0.001","0.162","0.343","16.5","Q4",
"Central European Journal of Urology","CENT EUR J UROL","2080-4806","2080-4873","UROLOGY & NEPHROLOGY","ESCI","982","1.4","Q3","0.41"," 84/126 ","1.4","Q3","1.4","0.3"," 87/126 ","Q3","31.35","0.001","0.217","0.363","33.7","Q3",
"Gastroenterology Review-Przeglad Gastroenterologiczny","GASTROENTEROL REV","1895-5770","1897-4317","GASTROENTEROLOGY & HEPATOLOGY","ESCI","966","1.7","Q3","0.26"," 102/143 ","3.8","Q2","1.6","0.6"," 120/143 ","Q4","16.43","0.001","0.304","0.763","29.0","Q3",
"PACIFIC CONSERVATION BIOLOGY","PAC CONSERV BIOL","1038-2097","2204-4604","BIODIVERSITY CONSERVATION","ESCI","961","1.6","Q3","0.46"," 40/74 ","1.5","Q3","1.6","0.9"," 43/74 ","Q3","42.57","0.001","0.23","0.511","46.6","Q2",
"PACIFIC CONSERVATION BIOLOGY","PAC CONSERV BIOL","1038-2097","2204-4604","ECOLOGY","ESCI","961","1.6","Q3","0.46"," 130/195 ","1.5","Q3","1.6","0.9"," 122/195 ","Q3","37.69","0.001","0.23","0.511","33.6","Q3",
"Scandinavian Journal of Urology","SCAND J UROL","2168-1805","2168-1813","UROLOGY & NEPHROLOGY","SCIE","961","1.4","Q3","0.53"," 84/126 ","1.7","Q3","1.4","0.2"," 76/126 ","Q3","40.08","0.001","0.299","0.522","33.7","Q3",
"Journal of Science and Technology Policy Management","J SCI TECHNOL POLICY","2053-4620","1758-5538","MANAGEMENT","ESCI","954","2.9","Q2","0.58"," 185/401 ","3.3","Q2","2.5","0.6"," 225/402 ","Q3","44.15","0.001","0.175","0.403","54.0","Q3",
"Medical Dosimetry","MED DOSIM","0958-3947","1873-4022","ONCOLOGY","SCIE","952","1.1","Q4","0.33"," 280/322 ","1.2","Q4","1","0.2"," 262/322 ","Q3","18.79","0.001","0.166","0.283","13.2","Q4",
"Medical Dosimetry","MED DOSIM","0958-3947","1873-4022","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","952","1.1","Q3","0.33"," 153/204 ","1.2","Q4","1","0.2"," 152/204 ","Q3","25.74","0.001","0.166","0.283","25.2","Q4",
"Undersea and Hyperbaric Medicine","UNDERSEA HYPERBAR M","1066-2936","N/A","MARINE & FRESHWATER BIOLOGY","SCIE","941","0.7","Q4","0.23"," 99/119 ","0.8","Q4","0.6","0.1"," 102/119 ","Q4","14.71","0","0.09","0.18","17.2","Q4",
"Undersea and Hyperbaric Medicine","UNDERSEA HYPERBAR M","1066-2936","N/A","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","941","0.7","Q4","0.23"," 165/189 ","0.8","Q4","0.6","0.1"," 156/189 ","Q4","17.72","0","0.09","0.18","13.0","Q4",
"Holistic Nursing Practice","HOLIST NURS PRACT","0887-9311","1550-5138","INTEGRATIVE & COMPLEMENTARY MEDICINE","SCIE","938","1.3","Q3","0.49"," 26/43 ","1.3","Q3","1.2","0.2"," 25/43 ","Q3","43.02","0.001","0.142","0.337","40.7","Q3",
"Holistic Nursing Practice","HOLIST NURS PRACT","0887-9311","1550-5138","NURSING","SCIE, SSCI","938","1.3","Q3","0.49"," 111/191 ","1.3","Q3","1.2","0.2"," 132/191 ","Q3","31.15","0.001","0.142","0.337","42.1","Q3",
"Journal of Nanophotonics","J NANOPHOTONICS","1934-2608","N/A","NANOSCIENCE & NANOTECHNOLOGY","SCIE","916","1.1","Q4","0.26"," 125/140 ","1.1","Q4","1.1","0.3"," 116/140 ","Q4","17.50","0","0.109","0.175","11.1","Q4",
"Journal of Nanophotonics","J NANOPHOTONICS","1934-2608","N/A","OPTICS","SCIE","916","1.1","Q4","0.26"," 93/119 ","1.1","Q4","1.1","0.3"," 102/120 ","Q4","15.42","0","0.109","0.175","22.3","Q4",
"Asian Journal of Urology","ASIAN J UROL","2214-3882","2214-3890","UROLOGY & NEPHROLOGY","ESCI","913","2.4","Q2","0.65"," 46/126 ","2.7","Q2","2.2","0.7"," 62/126 ","Q2","51.19","0.001","0.294","0.7","63.9","Q2",
"AIMS Materials Science","AIMS MATER SCI","2372-0468","2372-0484","MATERIALS SCIENCE, MULTIDISCIPLINARY","ESCI","909","1.4","Q4","0.21"," 349/438 ","1.9","Q3","1.3","1.1"," 372/438 ","Q4","15.18","0.001","0.16","0.281","20.4","Q4",
"Iranian Journal of Pediatrics","IRAN J PEDIATR","2008-2142","2008-2150","PEDIATRICS","SCIE","905","0.4","Q4","0.18"," 157/186 ","0.5","Q4","0.4","<0.1"," 158/186 ","Q4","15.32","0","0.079","0.111","15.9","Q4",
"JOURNAL OF ETHNOBIOLOGY","J ETHNOBIOL","0278-0771","2162-4496","ANTHROPOLOGY","SSCI","901","2.9","Q1","1.12"," 7/139 ","2.2","Q1","2.6","0.4"," 30/139 ","Q1","78.78","0.001","0.247","0.862","95.3","Q2",
"JOURNAL OF ETHNOBIOLOGY","J ETHNOBIOL","0278-0771","2162-4496","BIOLOGY","SCIE","901","2.9","Q2","1.12"," 28/109 ","2.2","Q2","2.6","0.4"," 19/109 ","Q1","83.03","0.001","0.247","0.862","74.8","Q2",
"Bilingual Research Journal","BILING RES J","1523-5882","1523-5890","LINGUISTICS","ESCI","895","1.7","Q1","0.83"," 67/297 ","2.4","Q1","1.5","0.1"," 128/297 ","Q2","57.07","0.001","0.228","1.124","77.6","Q1",
"Supply Chain Forum","SUPPLY CHAIN FORUM","1625-8312","1624-6039","MANAGEMENT","ESCI","886","3.7","Q2","0.99"," 137/401 ","N/A","N/A","3","0.9"," 130/402 ","Q2","67.79","0.001","0.158","N/A","66.0","N/A",
"POLYMER SCIENCE SERIES B","POLYM SCI SER B+","1560-0904","1555-6123","POLYMER SCIENCE","SCIE","885","1","Q4","0.22"," 86/94 ","0.9","Q4","0.9","0.2"," 83/94 ","Q4","12.23","0","0.092","0.113","9.0","Q4",
"Interdisciplinary Materials","INTERD MATER","2767-4401","2767-441X","CHEMISTRY, PHYSICAL","ESCI","875","24.5","Q1","2.93"," 5/178 ","24.7","Q1","23.9","4.1"," 8/178 ","Q1","95.79","0.001","0.257","5.065","97.5","Q1",
"Interdisciplinary Materials","INTERD MATER","2767-4401","2767-441X","MATERIALS SCIENCE, MULTIDISCIPLINARY","ESCI","875","24.5","Q1","2.93"," 12/438 ","24.7","Q1","23.9","4.1"," 14/438 ","Q1","96.92","0.001","0.257","5.065","97.4","Q1",
"Interdisciplinary Materials","INTERD MATER","2767-4401","2767-441X","PHYSICS, APPLIED","ESCI","875","24.5","Q1","2.93"," 7/179 ","24.7","Q1","23.9","4.1"," 6/179 ","Q1","96.93","0.001","0.257","5.065","96.4","Q1",
"Journal of Offender Rehabilitation","J OFFENDER REHABIL","1050-9674","1540-8558","SOCIAL WORK","ESCI","869","1.1","Q3","0.52"," 58/91 ","1.6","Q2","0.9","0.2"," 64/91 ","Q3","30.22","0.001","0.126","0.493","36.8","Q2",
"HIV AIDS-Research and Palliative Care","HIV AIDS-RES PALLIAT","1179-1373","1179-1373","INFECTIOUS DISEASES","ESCI","865","1.5","Q4","0.28"," 104/132 ","1.7","Q4","1.4","0.2"," 105/132 ","Q4","20.83","0.001","0.267","0.463","21.6","Q3",
"MEDICAL PROBLEMS OF PERFORMING ARTISTS","MED PROBL PERFORM AR","0885-1158","1938-2766","MEDICINE, GENERAL & INTERNAL","SCIE","864","0.9","Q3","1.81"," 181/325 ","1.3","Q2","0.8","0.1"," 20/329 ","Q1","94.07","0","0.093","0.328","44.5","Q3",
"MEDICAL PROBLEMS OF PERFORMING ARTISTS","MED PROBL PERFORM AR","0885-1158","1938-2766","MUSIC","AHCI","864","0.9","N/A","1.81"," N/A ","1.3","N/A","0.8","0.1"," 7/111 ","Q1","94.14","0","0.093","0.328","N/A","Q2",
"Arab World English Journal","ARAB WORLD ENGL J","2229-9327","2229-9327","LANGUAGE & LINGUISTICS","ESCI","851","0.6","N/A","0.83"," N/A ","0.7","N/A","0.4","0.1"," 110/393 ","Q2","72.14","0.001","0.213","0.134","N/A","Q4",
"LARYNGO-RHINO-OTOLOGIE","LARYNGO RHINO OTOL","0935-8943","1438-8685","OTORHINOLARYNGOLOGY","SCIE","843","0.9","Q3","0.4"," 48/65 ","0.9","Q4","0.6","0.3"," 51/65 ","Q4","22.31","0","0.089","0.161","26.9","Q4",
"Case Reports in Gastroenterology","CASE REP GASTROENTER","N/A","1662-0631","GASTROENTEROLOGY & HEPATOLOGY","ESCI","840","0.5","Q4","0.13"," 134/143 ","N/A","N/A","0.5","0.2"," 132/143 ","Q4","8.04","0.001","0.152","N/A","6.6","N/A",
"Journal of Policy Research in Tourism Leisure and Events","J POLICY RES TOUR LE","1940-7963","1940-7971","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","799","2.7","Q2","0.78"," 48/139 ","2.7","Q2","2.4","0.5"," 52/139 ","Q2","62.95","0.001","0.188","0.533","65.8","Q2",
"Revista de Nutricao-Brazilian Journal of Nutrition","REV NUTR","1415-5273","1678-9865","NUTRITION & DIETETICS","SCIE","796","0.6","Q4","0.11"," 100/114 ","0.8","Q4","0.5","<0.1"," 101/114 ","Q4","11.84","0","0.066","0.143","12.7","Q4",
"Chemical Methodologies","CHEM METHODOL","2645-7776","2588-4344","CHEMISTRY, MULTIDISCIPLINARY","ESCI","791","3.5","Q2","0.65"," 88/230 ","2.4","Q3","3.3","0.8"," 92/231 ","Q2","60.39","0.001","0.13","0.241","62.0","Q3",
"FLUORIDE","FLUORIDE","0015-4725","2253-4083","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","784","0.7","Q4","0.17"," 364/403 ","0.8","Q4","0.6","0.1"," 371/403 ","Q4","8.06","0","0.029","0.083","9.8","Q4",
"FLUORIDE","FLUORIDE","0015-4725","2253-4083","TOXICOLOGY","SCIE","784","0.7","Q4","0.17"," 104/106 ","0.8","Q4","0.6","0.1"," 103/106 ","Q4","3.30","0","0.029","0.083","2.4","Q4",
"GMS Journal for Medical Education","GMS J MED EDU","2366-5017","2366-5017","EDUCATION, SCIENTIFIC DISCIPLINES","ESCI","781","1.5","Q2","0.78"," 42/85 ","1.5","Q3","1.4","0.9"," 40/85 ","Q2","53.53","0.001","0.241","0.365","51.2","Q3",
"JOURNAL OF ETHNICITY IN SUBSTANCE ABUSE","J ETHN SUBST ABUSE","1533-2640","1533-2659","SUBSTANCE ABUSE","SCIE, SSCI","773","1.1","Q4","0.37"," 47/55 ","1.5","Q3","1","0.2"," 45/55 ","Q4","19.09","0.001","0.247","0.423","15.5","Q4",
"AD ALTA-Journal of Interdisciplinary Research","AD ALTA-INTERDISCIP","1804-7890","1804-7890","MULTIDISCIPLINARY SCIENCES","ESCI","769","0.7","Q3","0.32"," 90/134 ","0.4","Q4","0.2","0.3"," 69/135 ","Q3","49.26","0","0.096","0.032","33.2","Q4",
"Bulletin of Chemical Reaction Engineering and Catalysis","BULL CHEM REACT ENG","1978-2993","1978-2993","ENGINEERING, CHEMICAL","ESCI","740","1.3","Q3","0.22"," 122/170 ","1.2","Q3","1","0.3"," 124/171 ","Q3","27.78","0","0.096","0.144","28.5","Q4",
"Clinical and Translational Imaging","CLIN TRANSL IMAGING","2281-5872","2281-7565","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","737","2.3","Q2","0.52"," 85/204 ","2","Q3","2.1","0.8"," 115/204 ","Q3","43.87","0.001","0.18","0.471","58.6","Q3",
"Hand Surgery & Rehabilitation","HAND SURG REHABIL","2468-1229","2468-1210","ORTHOPEDICS","SCIE","734","0.9","Q4","0.45"," 105/136 ","1.1","Q4","0.8","0.2"," 101/136 ","Q3","26.10","0.001","0.248","0.275","23.2","Q4",
"Hand Surgery & Rehabilitation","HAND SURG REHABIL","2468-1229","2468-1210","SURGERY","SCIE","734","0.9","Q3","0.45"," 214/290 ","1.1","Q3","0.8","0.2"," 197/290 ","Q3","32.24","0.001","0.248","0.275","26.4","Q3",
"Agricultural and Resource Economics Review","AGRIC RESOUR ECON RE","1068-2805","2372-2614","AGRICULTURAL ECONOMICS & POLICY","ESCI","730","1.3","Q3","0.44"," 24/39 ","1.7","Q3","1.3","0.6"," 27/39 ","Q3","32.05","0","0.098","0.454","39.7","Q2",
"Regional Studies Regional Science","REG STUD REG SCI","2168-1376","2168-1376","GEOGRAPHY","ESCI","721","1.7","Q2","0.72"," 68/171 ","1.9","Q2","1.6","0.5"," 62/172 ","Q2","64.24","0.001","0.212","0.523","60.5","Q2",
"INSTRUMENTATION SCIENCE & TECHNOLOGY","INSTRUM SCI TECHNOL","1073-9149","1525-6030","CHEMISTRY, ANALYTICAL","SCIE","720","1.3","Q4","0.38"," 83/106 ","1.6","Q4","1.3","0.2"," 77/106 ","Q3","27.83","0","0.108","0.237","22.2","Q4",
"INSTRUMENTATION SCIENCE & TECHNOLOGY","INSTRUM SCI TECHNOL","1073-9149","1525-6030","INSTRUMENTS & INSTRUMENTATION","SCIE","720","1.3","Q3","0.38"," 56/76 ","1.6","Q3","1.3","0.2"," 50/76 ","Q3","34.87","0","0.108","0.237","27.0","Q4",
"Neonatal Network","NEONATAL NETW","0730-0832","1539-2880","NURSING","ESCI","713","0.6","Q4","0.36"," 168/191 ","0.8","Q4","0.5","0.2"," 157/191 ","Q4","18.06","0","0.075","0.217","12.3","Q4",
"BULLETIN OF GEOSCIENCES","B GEOSCI","1214-1119","1802-8225","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","711","1.5","Q3","0.66"," 170/253 ","1.3","Q3","1.5","0.5"," 119/253 ","Q2","53.16","0","0.097","0.451","33.0","Q3",
"BULLETIN OF GEOSCIENCES","B GEOSCI","1214-1119","1802-8225","PALEONTOLOGY","SCIE","711","1.5","Q2","0.66"," 26/56 ","1.3","Q3","1.5","0.5"," 35/56 ","Q2","38.39","0","0.097","0.451","54.5","Q2",
"Annals of Geriatric Medicine and Research","ANN GERIATR MED RES","2508-4909","2508-4909","GERIATRICS & GERONTOLOGY","ESCI","679","2.8","Q3","0.55"," 42/74 ","3.2","Q3","2.1","0.7"," 53/74 ","Q3","29.05","0.001","0.232","0.704","43.9","Q3",
"HUMAN HEREDITY","HUM HERED","0001-5652","1423-0062","GENETICS & HEREDITY","SCIE","679","1.1","Q4","0.38"," 167/191 ","1.4","Q4","1.1","0.4"," 154/191 ","Q4","19.63","0","0.052","0.584","12.8","Q3",
"Willdenowia","WILLDENOWIA","0511-9618","N/A","PLANT SCIENCES","SCIE","678","1.8","Q2","0.52"," 125/265 ","1.5","Q3","1.8","0.4"," 131/265 ","Q2","50.75","0","0.106","0.43","53.0","Q2",
"European Journal of Microbiology and Immunology","EUR J MICROBIOL IMMU","2062-8633","2062-8633","MICROBIOLOGY","ESCI","674","3.3","Q2","0.51"," 70/161 ","3.2","Q3","3.1","<0.1"," 110/161 ","Q3","31.99","0","0.1","0.571","56.8","Q3",
"IIMB Management Review","IIMB MANAG REV","0970-3896","2212-4446","MANAGEMENT","ESCI","673","1.7","Q3","0.38"," 274/401 ","2.6","Q3","1.6","0.2"," 281/402 ","Q3","30.22","0","0.097","0.382","31.8","Q3",
"IEEE Open Journal of the Industrial Electronics Society","IEEE OPEN J IND ELEC","N/A","2644-1284","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","666","5.2","Q1","1.16"," 61/352 ","5.3","Q1","5","0.6"," 72/354 ","Q1","79.80","0.001","0.299","1.365","82.8","Q1",
"Journal of Library Administration","J LIBR ADM","0193-0826","1540-3564","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","649","1","Q3","0.36"," 89/160 ","1","Q3","0.8","0.2"," 83/161 ","Q3","48.76","0.001","0.154","0.272","44.7","Q3",
"Pollution","POLLUTION","2383-451X","2383-4501","ENVIRONMENTAL SCIENCES","ESCI","645","1.1","Q4","0.27"," 317/358 ","1.2","Q4","1","0.3"," 313/359 ","Q4","12.95","0.001","0.116","0.159","11.6","Q4",
"Statistical Methods and Applications","STAT METHOD APPL-GER","1618-2510","1613-981X","STATISTICS & PROBABILITY","SCIE","643","1.1","Q3","0.49"," 85/168 ","0.9","Q3","1","0.2"," 96/168 ","Q3","43.15","0.001","0.174","0.369","49.7","Q4",
"PharmaNutrition","PHARMANUTRITION","2213-4344","2213-4344","NUTRITION & DIETETICS","ESCI","642","2.4","Q3","0.62"," 67/114 ","2.3","Q3","2.2","0.6"," 64/114 ","Q3","44.30","0","0.107","0.366","41.7","Q4",
