"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING","IEEE T SEMICONDUCT M","0894-6507","1558-2345","PHYSICS, APPLIED","SCIE","2,416","2.3"," 100/179 ","3.1","Q2","2","0.8","0.54"," 92/179 ","Q2","Q3","44.4","48.88","0.002","0.368","0.564","Q2",
"IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING","IEEE T SEMICONDUCT M","0894-6507","1558-2345","PHYSICS, CONDENSED MATTER","SCIE","2,416","2.3"," 45/79 ","3.1","Q2","2","0.8","0.54"," 33/79 ","Q2","Q3","43.7","58.86","0.002","0.368","0.564","Q2",
"ACTA METALLURGICA SINICA","ACTA METALL SIN","0412-1961","N/A","METALLURGY & METALLURGICAL ENGINEERING","SCIE","3,102","2.4"," 29/90 ","2","Q2","2.2","0.5","0.53"," 29/91 ","Q2","Q2","68.3","68.68","0.002","0.415","0.296","Q2",
"JOURNAL OF CLINICAL DENSITOMETRY","J CLIN DENSITOM","1094-6950","1559-0747","ENDOCRINOLOGY & METABOLISM","SCIE","2,578","1.7"," 147/186 ","2.3","Q3","1.6","0.7","0.53"," 125/186 ","Q3","Q4","21.2","33.06","0.002","0.443","0.668","Q3",
"PHYCOLOGIA","PHYCOLOGIA","0031-8884","2330-2968","MARINE & FRESHWATER BIOLOGY","SCIE","2,959","1.5"," 61/119 ","2.1","Q2","1.3","0.5","0.53"," 63/119 ","Q2","Q3","49.2","47.48","0.001","0.241","0.435","Q2",
"PHYCOLOGIA","PHYCOLOGIA","0031-8884","2330-2968","PLANT SCIENCES","SCIE","2,959","1.5"," 148/265 ","2.1","Q2","1.3","0.5","0.53"," 128/265 ","Q2","Q3","44.3","51.89","0.001","0.241","0.435","Q2",
"NUCLEAR SCIENCE AND ENGINEERING","NUCL SCI ENG","0029-5639","1943-748X","NUCLEAR SCIENCE & TECHNOLOGY","SCIE","2,991","1.2"," 25/40 ","1.2","Q3","1","0.3","0.53"," 21/40 ","Q3","Q3","38.8","48.75","0.001","0.279","0.299","Q3",
"Clinical Nurse Specialist","CLIN NURSE SPEC","0887-6274","1538-9782","NURSING","SCIE, SSCI","716","1.1"," 129/191 ","1.6","Q3","1","0.3","0.53"," 128/191 ","Q3","Q3","32.7","33.25","0.001","0.115","0.382","Q3",
"JOURNAL OF ALGEBRA AND ITS APPLICATIONS","J ALGEBRA APPL","0219-4988","1793-6829","MATHEMATICS","SCIE","1,729","0.5"," 325/489 ","0.6","Q3","0.5","0.2","0.53"," 279/489 ","Q3","Q3","33.6","43.05","0.004","0.966","0.356","Q3",
"JOURNAL OF ALGEBRA AND ITS APPLICATIONS","J ALGEBRA APPL","0219-4988","1793-6829","MATHEMATICS, APPLIED","SCIE","1,729","0.5"," 281/331 ","0.6","Q4","0.5","0.2","0.53"," 214/331 ","Q3","Q4","15.3","35.50","0.004","0.966","0.356","Q3",
"Ecumenica-Performance and Religion","ECUMENICA","1942-4558","2578-2185","RELIGION","ESCI","4","0.1"," N/A ","N/A","N/A","0.1","<0.1","0.53"," 153/339 ","Q2","N/A","N/A","55.01","0","0.002","N/A","N/A",
"Ecumenica-Performance and Religion","ECUMENICA","1942-4558","2578-2185","THEATER","ESCI","4","0.1"," N/A ","N/A","N/A","0.1","<0.1","0.53"," 32/48 ","Q2","N/A","N/A","34.38","0","0.002","N/A","N/A",
"HONG KONG MEDICAL JOURNAL","HONG KONG MED J","1024-2708","1024-2708","MEDICINE, GENERAL & INTERNAL","SCIE","1,893","3.1"," 56/325 ","2.4","Q2","2.4","1.5","0.52"," 109/329 ","Q2","Q1","82.9","67.02","0.001","0.25","0.525","Q2",
"JOURNAL OF CONSUMER MARKETING","J CONSUM MARK","0736-3761","2052-1200","BUSINESS","ESCI","4,366","2.7"," 150/302 ","3.1","Q3","2.5","0.5","0.52"," 172/302 ","Q3","Q2","50.5","43.21","0.002","0.405","0.607","Q2",
"FOOD SCIENCE AND BIOTECHNOLOGY","FOOD SCI BIOTECHNOL","1226-7708","2092-6456","FOOD SCIENCE & TECHNOLOGY","SCIE","6,859","2.4"," 97/173 ","3.2","Q2","2.3","0.6","0.52"," 100/173 ","Q3","Q3","44.2","42.49","0.004","0.793","0.445","Q3",
"Australian Health Review","AUST HEALTH REV","0156-5788","1449-8944","HEALTH CARE SCIENCES & SERVICES","SCIE","2,149","1.4"," 130/174 ","1.7","Q3","1.3","0.2","0.52"," 120/175 ","Q3","Q3","25.6","31.71","0.002","0.537","0.521","Q3",
"Australian Health Review","AUST HEALTH REV","0156-5788","1449-8944","HEALTH POLICY & SERVICES","SSCI","2,149","1.4"," 93/118 ","1.7","Q4","1.3","0.2","0.52"," 94/119 ","Q3","Q4","21.6","21.43","0.002","0.537","0.521","Q3",
"Journal of Criminal Law","J CRIM LAW","0022-0183","1740-5580","CRIMINOLOGY & PENOLOGY","ESCI","225","0.6"," 94/113 ","1","Q4","0.5","0.1","0.52"," 82/113 ","Q3","Q4","17.3","27.88","0","0.06","0.258","Q4",
"Journal of Criminal Law","J CRIM LAW","0022-0183","1740-5580","LAW","ESCI","225","0.6"," 186/421 ","1","Q2","0.5","0.1","0.52"," 231/421 ","Q3","Q2","55.9","45.25","0","0.06","0.258","Q2",
"Lectora-Revista de Dones i Textualitat","LECTORA","1136-5781","2013-9470","LITERATURE","ESCI","60","0.1"," N/A ","0.2","N/A","0.1","<0.1","0.52"," 118/199 ","Q3","N/A","N/A","40.95","0","0.056","0.384","Q1",
"SSM-Mental Health","SSM-MENT HEALTH","2666-5603","2666-5603","PSYCHIATRY","ESCI","403","4.1"," 52/276 ","4.1","Q2","4","0.5","0.51"," 181/276 ","Q3","Q1","81.3","34.60","0.001","0.229","1.452","Q1",
"SSM-Mental Health","SSM-MENT HEALTH","2666-5603","2666-5603","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","ESCI","403","4.1"," 53/403 ","4.1","Q1","4","0.5","0.51"," 265/403 ","Q3","Q1","87.0","34.37","0.001","0.229","1.452","Q1",
"Expert Review of Clinical Immunology","EXPERT REV CLIN IMMU","1744-666X","1744-8409","IMMUNOLOGY","SCIE","4,265","3.9"," 79/181 ","4.7","Q2","3.9","0.8","0.51"," 123/181 ","Q3","Q2","56.6","32.32","0.006","1.241","1.448","Q2",
"Journal of Computational Electronics","J COMPUT ELECTRON","1569-8025","1572-8137","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","2,643","2.2"," 183/352 ","2","Q3","2.1","0.6","0.51"," 190/354 ","Q3","Q3","48.2","46.47","0.002","0.518","0.314","Q3",
"Journal of Computational Electronics","J COMPUT ELECTRON","1569-8025","1572-8137","PHYSICS, APPLIED","SCIE","2,643","2.2"," 104/179 ","2","Q3","2.1","0.6","0.51"," 100/179 ","Q3","Q3","42.2","44.41","0.002","0.518","0.314","Q3",
"JOURNAL OF HYDRAULIC RESEARCH","J HYDRAUL RES","0022-1686","1814-2079","ENGINEERING, CIVIL","SCIE","4,719","1.7"," 102/181 ","2.1","Q3","1.5","0.2","0.51"," 86/181 ","Q2","Q3","43.9","52.76","0.002","0.348","0.532","Q2",
"JOURNAL OF HYDRAULIC RESEARCH","J HYDRAUL RES","0022-1686","1814-2079","WATER RESOURCES","SCIE","4,719","1.7"," 83/127 ","2.1","Q3","1.5","0.2","0.51"," 70/127 ","Q2","Q3","35.0","45.28","0.002","0.348","0.532","Q2",
"ANNALES DE PALEONTOLOGIE","ANN PALEONTOL","0753-3969","1778-3666","PALEONTOLOGY","SCIE","498","1"," 43/56 ","1.2","Q4","1","0.1","0.51"," 46/56 ","Q4","Q4","24.1","18.75","0","0.068","0.333","Q4",
"HERPETOZOA","HERPETOZOA","1013-4425","1013-4425","ZOOLOGY","SCIE","393","0.8"," 120/180 ","1.1","Q3","0.8","0.1","0.51"," 113/180 ","Q3","Q3","33.6","37.50","0","0.08","0.274","Q3",
"International Journal for Computational Methods in Engineering Science & Mechanics","INT J COMPUT METH EN","1550-2287","1550-2295","MECHANICS","ESCI","530","2.1"," 87/170 ","1.4","Q3","2.1","0.1","0.5"," 99/170 ","Q3","Q3","49.1","42.06","0","0.086","0.245","Q4",
"Journal of Oceanology and Limnology","J OCEANOL LIMNOL","2096-5508","2523-3521","LIMNOLOGY","SCIE","1,531","1.3"," 15/22 ","1.5","Q3","1.3","0.6","0.5"," 14/22 ","Q3","Q3","34.1","38.64","0.002","0.539","0.317","Q3",
"Journal of Oceanology and Limnology","J OCEANOL LIMNOL","2096-5508","2523-3521","OCEANOGRAPHY","SCIE","1,531","1.3"," 50/65 ","1.5","Q3","1.3","0.6","0.5"," 43/65 ","Q3","Q4","23.8","34.62","0.002","0.539","0.317","Q4",
"Lingue e Linguaggio","LINGUE LINGUAGGIO","1720-9331","1720-9331","LANGUAGE & LINGUISTICS","ESCI","142","0.6"," N/A ","0.7","N/A","0.5","0.1","0.5"," 182/393 ","Q2","N/A","N/A","53.82","0","0.055","0.48","Q2",
"Architecture_MPS","AMPS","N/A","2050-9006","ARCHITECTURE","ESCI","36","0.2"," N/A ","0.4","N/A","0.2","1","0.5"," 34/97 ","Q2","N/A","N/A","65.46","0","0.009","0.116","Q2",
"In die Skriflig-In Luce Verbi","SKRIFLIG","1018-6441","2305-0853","RELIGION","ESCI","144","0.2"," N/A ","0.3","N/A","0.2","0.1","0.5"," 159/339 ","Q2","N/A","N/A","53.24","0","0.061","0.135","Q3",
"HEMATOLOGICAL ONCOLOGY","HEMATOL ONCOL","0278-0232","1099-1069","HEMATOLOGY","SCIE","2,344","3.3"," 30/97 ","3.1","Q2","3.1","1.5","0.49"," 49/97 ","Q3","Q2","69.6","50.00","0.004","0.794","0.922","Q2",
"HEMATOLOGICAL ONCOLOGY","HEMATOL ONCOL","0278-0232","1099-1069","ONCOLOGY","SCIE","2,344","3.3"," 118/322 ","3.1","Q2","3.1","1.5","0.49"," 212/322 ","Q3","Q2","63.5","34.32","0.004","0.794","0.922","Q2",
"SYNTHETIC COMMUNICATIONS","SYNTHETIC COMMUN","0039-7911","1532-2432","CHEMISTRY, ORGANIC","SCIE","7,663","1.8"," 30/58 ","2.1","Q2","1.6","0.6","0.49"," 28/58 ","Q2","Q3","49.1","52.59","0.003","0.571","0.259","Q3",
"BIOPHARMACEUTICS & DRUG DISPOSITION","BIOPHARM DRUG DISPOS","0142-2782","1099-081X","PHARMACOLOGY & PHARMACY","SCIE","1,577","1.7"," 251/354 ","1.6","Q4","1.7","0.7","0.49"," 243/354 ","Q3","Q3","29.2","31.50","0","0.095","0.306","Q4",
"Mathematics in Engineering","MATH ENG-US","N/A","2640-3501","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","339","1.4"," 80/135 ","1.4","Q3","1","0.9","0.49"," 78/135 ","Q3","Q3","41.1","42.59","0.001","0.27","0.834","Q2",
"ENT-EAR NOSE & THROAT JOURNAL","ENT-EAR NOSE THROAT","0145-5613","1942-7522","OTORHINOLARYNGOLOGY","SCIE","3,380","1"," 43/65 ","1.3","Q3","1","0.1","0.49"," 45/65 ","Q3","Q3","34.6","31.54","0.004","0.882","0.324","Q3",
"International Journal of Green Energy","INT J GREEN ENERGY","1543-5075","1543-5083","ENERGY & FUELS","SCIE","3,547","3.1"," 103/170 ","3.4","Q3","2.8","0.7","0.48"," 109/173 ","Q2","Q3","39.7","37.28","0.003","0.575","0.525","Q3",
"International Journal of Green Energy","INT J GREEN ENERGY","1543-5075","1543-5083","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","3,547","3.1"," 61/91 ","3.4","Q3","2.8","0.7","0.48"," 63/91 ","Q2","Q3","33.5","31.32","0.003","0.575","0.525","Q3",
"International Journal of Green Energy","INT J GREEN ENERGY","1543-5075","1543-5083","THERMODYNAMICS","SCIE","3,547","3.1"," 20/76 ","3.4","Q1","2.8","0.7","0.48"," 34/76 ","Q2","Q2","74.3","55.92","0.003","0.575","0.525","Q2",
"Geriatrics","GERIATRICS-BASEL","N/A","2308-3417","GERIATRICS & GERONTOLOGY","ESCI","1,410","2.1"," 51/74 ","2.4","Q4","2","0.4","0.48"," 56/74 ","Q4","Q3","31.8","25.00","0.003","0.572","0.641","Q4",
"SPE RESERVOIR EVALUATION & ENGINEERING","SPE RESERV EVAL ENG","1094-6470","1930-0212","ENERGY & FUELS","SCIE","3,161","2.1"," 123/170 ","2","Q4","1.9","0.6","0.48"," 109/173 ","Q2","Q3","27.9","37.28","0.001","0.257","0.37","Q4",
"SPE RESERVOIR EVALUATION & ENGINEERING","SPE RESERV EVAL ENG","1094-6470","1930-0212","ENGINEERING, PETROLEUM","SCIE","3,161","2.1"," 8/23 ","2","Q2","1.9","0.6","0.48"," 10/25 ","Q2","Q2","67.4","62.00","0.001","0.257","0.37","Q2",
"SPE RESERVOIR EVALUATION & ENGINEERING","SPE RESERV EVAL ENG","1094-6470","1930-0212","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","3,161","2.1"," 127/253 ","2","Q3","1.9","0.6","0.48"," 154/253 ","Q2","Q3","50.0","39.33","0.001","0.257","0.37","Q3",
"CLAYS AND CLAY MINERALS","CLAY CLAY MINER","0009-8604","1552-8367","CHEMISTRY, PHYSICAL","SCIE","5,127","2"," 140/178 ","2.2","Q3","1.9","0.4","0.48"," 103/178 ","Q2","Q4","21.6","42.42","0.001","0.168","0.418","Q3",
"CLAYS AND CLAY MINERALS","CLAY CLAY MINER","0009-8604","1552-8367","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","5,127","2"," 134/253 ","2.2","Q3","1.9","0.4","0.48"," 154/253 ","Q2","Q3","47.2","39.33","0.001","0.168","0.418","Q3",
"CLAYS AND CLAY MINERALS","CLAY CLAY MINER","0009-8604","1552-8367","MINERALOGY","SCIE","5,127","2"," 13/30 ","2.2","Q2","1.9","0.4","0.48"," 14/30 ","Q2","Q2","58.3","55.00","0.001","0.168","0.418","Q3",
"CLAYS AND CLAY MINERALS","CLAY CLAY MINER","0009-8604","1552-8367","SOIL SCIENCE","SCIE","5,127","2"," 30/49 ","2.2","Q3","1.9","0.4","0.48"," 30/49 ","Q2","Q3","39.8","39.80","0.001","0.168","0.418","Q3",
"ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE","ACTA AGR SCAND B-S P","0906-4710","1651-1913","AGRONOMY","SCIE","2,070","1.7"," 50/125 ","2.1","Q2","1.7","0.2","0.48"," 56/125 ","Q2","Q2","60.4","55.60","0.001","0.219","0.318","Q2",
"ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE","ACTA AGR SCAND B-S P","0906-4710","1651-1913","SOIL SCIENCE","SCIE","2,070","1.7"," 38/49 ","2.1","Q3","1.7","0.2","0.48"," 30/49 ","Q2","Q4","23.5","39.80","0.001","0.219","0.318","Q4",
"AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS","AUST NZ J STAT","1369-1473","1467-842X","STATISTICS & PROBABILITY","SCIE","704","0.8"," 109/168 ","0.9","Q3","0.8","0.2","0.48"," 98/168 ","Q3","Q3","35.4","41.96","0","0.097","0.414","Q3",
"Disegnarecon","DISEGNARECON","1828-5961","1828-5961","ARCHITECTURE","ESCI","128","0.8"," N/A ","0.4","N/A","0.6","<0.1","0.48"," 36/97 ","Q2","N/A","N/A","63.40","0","0.021","0.051","Q3",
"Interdisciplinary Journal of Problem-Based Learning","INTERDIS J PROBL-BAS","1541-5015","1541-5015","EDUCATION & EDUCATIONAL RESEARCH","ESCI","453","0.6"," 555/756 ","1.9","Q2","0.6","<0.1","0.48"," 472/756 ","Q3","Q3","26.7","37.63","0","0.052","0.414","Q2",
"MINI-REVIEWS IN MEDICINAL CHEMISTRY","MINI-REV MED CHEM","1389-5575","1875-5607","CHEMISTRY, MEDICINAL","SCIE","6,702","3.3"," 36/72 ","3.7","Q2","3.3","1","0.47"," 54/72 ","Q3","Q2","50.7","25.69","0.003","0.7","0.532","Q3",
"IET Renewable Power Generation","IET RENEW POWER GEN","1752-1416","1752-1424","ENERGY & FUELS","SCIE","6,818","2.6"," 113/170 ","2.8","Q3","2.4","0.5","0.47"," 113/173 ","Q3","Q3","33.8","34.97","0.008","1.696","0.59","Q3",
"IET Renewable Power Generation","IET RENEW POWER GEN","1752-1416","1752-1424","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","6,818","2.6"," 157/352 ","2.8","Q2","2.4","0.5","0.47"," 200/354 ","Q3","Q2","55.5","43.64","0.008","1.696","0.59","Q2",
"IET Renewable Power Generation","IET RENEW POWER GEN","1752-1416","1752-1424","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","6,818","2.6"," 66/91 ","2.8","Q4","2.4","0.5","0.47"," 65/91 ","Q3","Q3","28.0","29.12","0.008","1.696","0.59","Q3",
"Groundwater","GROUNDWATER","0017-467X","1745-6584","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","5,731","2"," 134/253 ","2.4","Q2","1.8","0.4","0.47"," 157/253 ","Q3","Q3","47.2","38.14","0.002","0.428","0.533","Q3",
"Groundwater","GROUNDWATER","0017-467X","1745-6584","WATER RESOURCES","SCIE","5,731","2"," 75/127 ","2.4","Q3","1.8","0.4","0.47"," 78/127 ","Q3","Q3","41.3","38.98","0.002","0.428","0.533","Q2",
"Brain-Computer Interfaces","BRAIN-COMPUT INTERFA","2326-263X","2326-2621","ENGINEERING, BIOMEDICAL","ESCI","315","1.8"," 88/122 ","1.9","Q3","1.6","0.3","0.47"," 80/122 ","Q3","Q3","28.3","34.84","0","0.039","0.369","Q4",
"Brain-Computer Interfaces","BRAIN-COMPUT INTERFA","2326-263X","2326-2621","NEUROSCIENCES","ESCI","315","1.8"," 242/310 ","1.9","Q4","1.6","0.3","0.47"," 250/310 ","Q3","Q4","22.1","19.52","0","0.039","0.369","Q4",
"INTERNATIONAL JOURNAL OF MODERN PHYSICS A","INT J MOD PHYS A","0217-751X","1793-656X","PHYSICS, NUCLEAR","SCIE","6,829","1.4"," 16/22 ","1.3","Q3","1.3","0.4","0.47"," 16/22 ","Q3","Q3","29.5","29.55","0.005","1.121","0.371","Q3",
"INTERNATIONAL JOURNAL OF MODERN PHYSICS A","INT J MOD PHYS A","0217-751X","1793-656X","PHYSICS, PARTICLES & FIELDS","SCIE","6,829","1.4"," 22/30 ","1.3","Q4","1.3","0.4","0.47"," 20/30 ","Q3","Q3","28.3","35.00","0.005","1.121","0.371","Q3",
"JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME","J OFFSHORE MECH ARCT","0892-7219","1528-896X","ENGINEERING, MECHANICAL","SCIE","1,946","1.3"," 129/180 ","1.3","Q3","1.2","1.3","0.47"," 97/180 ","Q3","Q3","28.6","46.39","0.001","0.221","0.265","Q3",
"JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME","J OFFSHORE MECH ARCT","0892-7219","1528-896X","ENGINEERING, OCEAN","SCIE","1,946","1.3"," 13/18 ","1.3","Q4","1.2","1.3","0.47"," 12/18 ","Q3","Q3","30.6","36.11","0.001","0.221","0.265","Q3",
"JOURNAL OF ARACHNOLOGY","J ARACHNOL","0161-8202","1937-2396","ENTOMOLOGY","SCIE","1,362","1"," 71/109 ","1.1","Q3","0.9","0.1","0.47"," 71/109 ","Q3","Q3","35.3","35.32","0.001","0.133","0.34","Q3",
"ADVANCES IN GEOMETRY","ADV GEOM","1615-715X","1615-7168","MATHEMATICS","SCIE","356","0.5"," 325/489 ","0.5","Q3","0.5","0.2","0.47"," 328/489 ","Q3","Q3","33.6","33.03","0.001","0.186","0.483","Q2",
"Communications of the Korean Mathematical Society","COMMUN KOREAN MATH S","1225-1763","2234-3024","MATHEMATICS","ESCI","423","0.5"," 325/489 ","0.5","Q3","0.4","0.1","0.47"," 328/489 ","Q3","Q3","33.6","33.03","0.001","0.144","0.173","Q4",
"Expert Review of Anticancer Therapy","EXPERT REV ANTICANC","1473-7140","1744-8328","ONCOLOGY","SCIE","4,255","2.9"," 151/322 ","4","Q2","2.9","0.8","0.46"," 220/322 ","Q3","Q2","53.3","31.83","0.004","0.806","0.929","Q2",
"Journal of Breast Cancer","J BREAST CANCER","1738-6756","2092-9900","ONCOLOGY","SCIE","1,448","2.2"," 209/322 ","2.2","Q3","2.1","0.4","0.46"," 220/322 ","Q3","Q3","35.2","31.83","0.001","0.292","0.598","Q3",
"TOWN PLANNING REVIEW","TOWN PLAN REV","0041-0020","1478-341X","URBAN STUDIES","ESCI","1,155","1.6"," 44/77 ","1.8","Q3","1.4","0.7","0.46"," 50/77 ","Q3","Q3","43.5","35.71","0.001","0.156","0.505","Q3",
"Biophysical Reports","BIOPHYS REP-US","2667-0747","2667-0747","BIOPHYSICS","ESCI","185","2.4"," 46/77 ","N/A","N/A","2.3","0.5","0.45"," 57/77 ","Q3","Q3","40.9","26.62","0.001","0.133","N/A","N/A",
"CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY","CELEST MECH DYN ASTR","0923-2958","1572-9478","ASTRONOMY & ASTROPHYSICS","SCIE","2,977","1.6"," 51/84 ","1.8","Q3","1.4","0.4","0.45"," 45/84 ","Q3","Q3","39.9","47.02","0.002","0.348","0.637","Q3",
"CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY","CELEST MECH DYN ASTR","0923-2958","1572-9478","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","2,977","1.6"," 70/135 ","1.8","Q2","1.4","0.4","0.45"," 85/135 ","Q3","Q3","48.5","37.41","0.002","0.348","0.637","Q2",
"Iranian Journal of Science and Technology-Transactions of Electrical Engineering","IJST-T ELECTR ENG","2228-6179","2364-1827","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","907","1.5"," 252/352 ","1.7","Q3","1.4","0.2","0.44"," 217/354 ","Q3","Q3","28.6","38.84","0.001","0.254","0.276","Q3",
"HNO","HNO","0017-6192","1433-0458","OTORHINOLARYNGOLOGY","SCIE","1,288","0.8"," 50/65 ","0.9","Q4","0.6","0.2","0.44"," 48/65 ","Q3","Q4","23.8","26.92","0.001","0.18","0.174","Q4",
"Critical Education","CRIT EDUC","1920-4175","1920-4175","EDUCATION & EDUCATIONAL RESEARCH","ESCI","113","0.6"," 555/756 ","0.6","Q4","0.6","0.1","0.44"," 498/756 ","Q3","Q3","26.7","34.19","0","0.052","0.263","Q3",
"Journal of Theoretical and Computational Acoustics","J THEOR COMPUT ACOUS","2591-7285","2591-7811","ACOUSTICS","SCIE","205","1.3"," 23/40 ","1.1","Q3","1","0.3","0.43"," 25/40 ","Q3","Q3","43.8","38.75","0","0.081","0.251","Q3",
"Journal of Theoretical and Computational Acoustics","J THEOR COMPUT ACOUS","2591-7285","2591-7811","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","205","1.3"," 87/135 ","1.1","Q4","1","0.3","0.43"," 92/135 ","Q3","Q3","35.9","32.22","0","0.081","0.251","Q4",
"Journal of Private International Law","J PRIV INT LAW","1744-1048","1757-8418","LAW","ESCI","121","0.3"," 267/421 ","0.4","Q3","0.2","<0.1","0.43"," 248/421 ","Q3","Q3","36.7","41.21","0","0.043","0.209","Q3",
"Estudios Historicos","ESTUD HIST-URUGUAY","1688-5317","1688-5317","HISTORY","ESCI","27","0.1"," 327/518 ","<0.1","Q4","0.1","<0.1","0.43"," 276/519 ","Q3","Q3","37.0","46.92","0","0.018","0.061","Q4",
"Historia Caribe","HIST CARIBE","0122-8803","2322-6889","HISTORY","ESCI","50","0.1"," 327/518 ","0.2","Q3","0.1","0.3","0.43"," 276/519 ","Q3","Q3","37.0","46.92","0","0.032","0.218","Q3",
"International Journal of Immunogenetics","INT J IMMUNOGENET","1744-3121","1744-313X","GENETICS & HEREDITY","SCIE","733","2.3"," 108/191 ","2","Q3","2.3","0.3","0.42"," 144/191 ","Q4","Q3","43.7","24.87","0.001","0.156","0.49","Q4",
"International Journal of Immunogenetics","INT J IMMUNOGENET","1744-3121","1744-313X","IMMUNOLOGY","SCIE","733","2.3"," 135/181 ","2","Q4","2.3","0.3","0.42"," 139/181 ","Q4","Q3","25.7","23.48","0.001","0.156","0.49","Q4",
"Thunderbird International Business Review","THUNDERBIRD INT BUS","1096-4762","1520-6874","BUSINESS","ESCI","1,640","2.2"," 173/302 ","2.7","Q3","1.9","0.6","0.42"," 199/302 ","Q3","Q3","42.9","34.27","0.001","0.283","0.539","Q3",
"Frontiers in Mechanical Engineering-Switzerland","FRONT MECH ENG-SWITZ","N/A","2297-3079","ENGINEERING, MECHANICAL","ESCI","1,213","2"," 88/180 ","N/A","N/A","2","0.5","0.42"," 109/180 ","Q3","Q2","51.4","39.72","0.002","0.358","N/A","N/A",
"Frontiers in Mechanical Engineering-Switzerland","FRONT MECH ENG-SWITZ","N/A","2297-3079","MECHANICS","ESCI","1,213","2"," 91/170 ","N/A","N/A","2","0.5","0.42"," 117/170 ","Q3","Q3","46.8","31.47","0.002","0.358","N/A","N/A",
"XENOBIOTICA","XENOBIOTICA","0049-8254","1366-5928","PHARMACOLOGY & PHARMACY","SCIE","3,444","1.3"," 283/354 ","1.4","Q4","1.2","0.5","0.42"," 265/354 ","Q3","Q4","20.2","25.28","0.002","0.362","0.296","Q4",
"XENOBIOTICA","XENOBIOTICA","0049-8254","1366-5928","TOXICOLOGY","SCIE","3,444","1.3"," 96/106 ","1.4","Q4","1.2","0.5","0.42"," 95/106 ","Q3","Q4","9.9","10.85","0.002","0.362","0.296","Q4",
"Extremes","EXTREMES","1386-1999","1572-915X","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","632","1.1"," 99/135 ","1.2","Q3","0.9","0.7","0.42"," 95/135 ","Q3","Q3","27.0","30.00","0.001","0.157","0.574","Q2",
"Extremes","EXTREMES","1386-1999","1572-915X","STATISTICS & PROBABILITY","SCIE","632","1.1"," 85/168 ","1.2","Q3","0.9","0.7","0.42"," 111/168 ","Q3","Q3","49.7","34.23","0.001","0.157","0.574","Q3",
"Southeast Asian Studies","SE ASIAN STUD","2186-7275","2423-8686","AREA STUDIES","ESCI","201","0.4"," 115/176 ","0.6","Q3","0.4","0.1","0.42"," 120/176 ","Q3","Q3","34.9","32.10","0","0.041","0.283","Q3",
"CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY","CALPHAD","0364-5916","1873-2984","CHEMISTRY, PHYSICAL","SCIE","5,341","1.9"," 143/178 ","2.1","Q4","1.5","0.6","0.41"," 127/178 ","Q2","Q4","19.9","28.93","0.002","0.409","0.398","Q3",
"CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY","CALPHAD","0364-5916","1873-2984","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","5,341","1.9"," 301/438 ","2.1","Q3","1.5","0.6","0.41"," 283/438 ","Q2","Q3","31.4","35.50","0.002","0.409","0.398","Q3",
